Type	FSWP-26
Version	3.01
Date	23.May 2025
VSupply	ON
Mode	Voltage
26973.1132812500	-112.6594085693
27066.5351562500	-112.7450942993
27160.2480468750	-112.7545242310
27254.3164062500	-112.7043762207
27348.7109375000	-112.6647033691
27443.4316406250	-112.7272567749
27538.4804687500	-112.7601318359
27633.8593750000	-112.6616744995
27729.5683593750	-112.5531997681
27825.6074218750	-112.5533370972
27921.9492187500	-112.5923385620
28018.6562500000	-112.6004257202
28115.6972656250	-112.5671768188
28213.0742187500	-112.5632705688
28310.7890625000	-112.6090850830
28408.8417968750	-112.6613464355
28507.2343750000	-112.7356872559
28605.9687500000	-112.8568801880
28705.0136718750	-112.9981765747
28804.4316406250	-113.1067657471
28904.1933593750	-113.0915985107
29004.3027343750	-112.9912872314
29104.7578125000	-112.9350357056
29205.5605468750	-112.8928451538
29306.7128906250	-112.8569335938
29408.2148437500	-112.9124603271
29510.0371093750	-113.0292205811
29612.2441406250	-113.1141281128
29714.8046875000	-113.1631851196
29817.7207031250	-113.2100219727
29920.9921875000	-113.2509689331
30024.6230468750	-113.1395645142
30128.6113281250	-113.1531219482
30232.9609375000	-113.1546020508
30337.6367187500	-113.1449890137
30442.7109375000	-113.1261062622
30548.1464843750	-113.1097106934
30653.9492187500	-113.1019058228
30760.1171875000	-113.1154785156
30866.6542968750	-113.1420745850
30973.5585937500	-113.2004699707
31080.8339843750	-113.2694473267
31188.4472656250	-113.3486175537
31296.4667968750	-113.4234390259
31404.8613281250	-113.4880752563
31513.6308593750	-113.5354995728
31622.7773437500	-113.5559997559
31732.3007812500	-113.5645751953
31842.2031250000	-113.5572662354
31952.4882812500	-113.5494613647
32063.1542968750	-113.5441970825
32174.1679687500	-113.5516433716
32285.6015625000	-113.5727462769
32397.4218750000	-113.6031188965
32509.6289062500	-113.6462631226
32622.2246093750	-113.6751937866
32735.2089843750	-113.6754913330
32848.5859375000	-113.5291900635
32962.3554687500	-113.0946350098
33076.4843750000	-112.4055557251
33191.0429687500	-111.2043228149
33305.9960937500	-109.8354721069
33421.3515625000	-108.4136047363
33537.1054687500	-107.1397781372
33653.2578125000	-106.1693420410
33769.8164062500	-105.4510421753
33886.7773437500	-105.1083450317
34004.1054687500	-105.2035217285
34121.8750000000	-105.5942459106
34240.0546875000	-106.3157196045
34358.6445312500	-107.4730834961
34477.6445312500	-108.8059921265
34597.0546875000	-110.2731475830
34716.8789062500	-111.6672744751
34837.1210937500	-112.7365875244
34957.7382812500	-113.5118560791
35078.8125000000	-113.9109268188
35200.3085937500	-114.0917434692
35322.2226562500	-114.2033691406
35444.5585937500	-114.2737045288
35567.3203125000	-114.3231277466
35690.5039062500	-114.3646469116
35814.1171875000	-114.4029998779
35938.1171875000	-114.4416427612
36062.5898437500	-114.4919738770
36187.4921875000	-114.5507736206
36312.8242187500	-114.6151123047
36438.5898437500	-114.6800765991
36564.7968750000	-114.7305374146
36691.4375000000	-114.7660293579
36818.5156250000	-114.7869720459
36945.9921875000	-114.7941436768
37073.9531250000	-114.7970581055
37202.3593750000	-114.8007659912
37331.2070312500	-114.8047409058
37460.5000000000	-114.8064346313
37590.2460937500	-114.7933120728
37720.4375000000	-114.7663192749
37851.0781250000	-114.7300949097
37982.1328125000	-114.6912307739
38113.6835937500	-114.6735153198
38245.6875000000	-114.6850280762
38378.1484375000	-114.7217712402
38511.0703125000	-114.7780990601
38644.4531250000	-114.8426284790
38778.2968750000	-114.8955993652
38912.6015625000	-114.9326095581
39047.3320312500	-114.9542236328
39182.5703125000	-114.9637069702
39318.2773437500	-114.9694976807
39454.4531250000	-114.9879684448
39591.1015625000	-115.0244827271
39728.2265625000	-115.0782318115
39865.8203125000	-115.1436309814
40003.8945312500	-115.2077026367
40142.4453125000	-115.2468948364
40281.4335937500	-115.2574005127
40420.9453125000	-115.2432556152
40560.9414062500	-115.2137603760
40701.4257812500	-115.1821365356
40842.3906250000	-115.1645431519
40983.8476562500	-115.1623001099
41125.7929687500	-115.1613693237
41268.2304687500	-115.1456985474
41411.1171875000	-115.1016540527
41554.5390625000	-115.0233459473
41698.4648437500	-114.9211196899
41842.8828125000	-114.8354263306
41987.8046875000	-114.7976684570
42133.2265625000	-114.8198852539
42279.1523437500	-114.8979034424
42425.5859375000	-115.0147857666
42572.4765625000	-115.1469802856
42719.9257812500	-115.2726745605
42867.8828125000	-115.3691711426
43016.3554687500	-115.4042510986
43165.3398437500	-115.3197326660
43314.8437500000	-115.0658950806
43464.8593750000	-114.6498718262
43615.3984375000	-114.1580123901
43766.4101562500	-113.7376022339
43917.9960937500	-113.5337371826
44070.1015625000	-113.6552810669
44222.7382812500	-114.0716171265
44375.9023437500	-114.6555480957
44529.5937500000	-115.2460479736
44683.8203125000	-115.7006378174
44838.5820312500	-115.9562149048
44993.8281250000	-116.0351333618
45149.6601562500	-116.0043563843
45306.0351562500	-115.9281082153
45462.9492187500	-115.8501205444
45620.4101562500	-115.7970046997
45778.4140625000	-115.7791900635
45936.9648437500	-115.7833480835
46096.0664062500	-115.7714920044
46255.6679687500	-115.7191238403
46415.8710937500	-115.6412963867
46576.6289062500	-115.5877838135
46737.9453125000	-115.6089324951
46899.8203125000	-115.7218322754
47062.2578125000	-115.8984909058
47225.2539062500	-116.0800018311
47388.8164062500	-116.2058486938
47552.8945312500	-116.2382431030
47717.5898437500	-116.1683502197
47882.8593750000	-116.0090103149
48048.6992187500	-115.7857894897
48215.1132812500	-115.5251998901
48382.1054687500	-115.2307510376
48549.6718750000	-114.8510131836
48717.8242187500	-114.2778091431
48886.5000000000	-113.4255142212
49055.8164062500	-112.7419357300
49225.7187500000	-111.5970077515
49396.2109375000	-110.5934677124
49567.2929687500	-109.8248367310
49738.9648437500	-108.8920974731
49911.2343750000	-106.6770324707
50084.1015625000	-103.0042037964
50257.5664062500	-99.1808853149
50431.5742187500	-96.0104980469
50606.2421875000	-92.9054794312
50781.5156250000	-91.6396560669
50957.3945312500	-91.8782958984
51133.8828125000	-92.9552307129
51310.9804687500	-94.8775482178
51488.6953125000	-97.6395721436
51667.0234375000	-101.1399917603
51845.9140625000	-104.9121093750
52025.4804687500	-107.8296737671
52205.6679687500	-109.2717590332
52386.4804687500	-110.0986175537
52567.9179687500	-110.9931030273
52749.9843750000	-112.0194168091
52932.6796875000	-113.0144805908
53116.0117187500	-113.8337097168
53299.9179687500	-114.4711837769
53484.5195312500	-115.2917633057
53669.7617187500	-116.1143951416
53855.6445312500	-116.5737762451
54042.1679687500	-116.8991241455
54229.3398437500	-117.0961532593
54417.1640625000	-117.2099761963
54605.6328125000	-117.2806243896
54794.6992187500	-117.3290023804
54984.4765625000	-117.3690261841
55174.9140625000	-117.4153976440
55366.0078125000	-117.5062637329
55557.7656250000	-117.5780029297
55750.1875000000	-117.5784606934
55943.2773437500	-117.5437850952
56137.0351562500	-117.4990768433
56331.3984375000	-117.4701995850
56526.5000000000	-117.4652633667
56722.2773437500	-117.4734497070
56918.7343750000	-117.4783172607
57115.8671875000	-117.5088958740
57313.6875000000	-117.5905227661
57512.1914062500	-117.7174453735
57711.3789062500	-117.8553924561
57911.1992187500	-118.0064849854
58111.7695312500	-118.0829010010
58313.0390625000	-118.0867614746
58515.0039062500	-118.0545578003
58717.6679687500	-117.9898147583
58921.0312500000	-117.8622665405
59125.1015625000	-117.7571945190
59329.8789062500	-117.7371520996
59535.3007812500	-117.7690048218
59741.5000000000	-117.8451461792
59948.4101562500	-117.9897994995
60156.0390625000	-118.1078262329
60364.3867187500	-118.1532135010
60573.4570312500	-118.1807556152
60783.2500000000	-118.2063064575
60993.7695312500	-118.2247619629
61204.9531250000	-118.2374267578
61416.9335937500	-118.2568359375
61629.6484375000	-118.3055343628
61843.0976562500	-118.3648757935
62057.2890625000	-118.3995895386
62272.2226562500	-118.4246597290
62487.8984375000	-118.4374465942
62704.3203125000	-118.4011001587
62921.4257812500	-118.3112564087
63139.3515625000	-118.0618591309
63358.0312500000	-117.8007965088
63577.4687500000	-117.7235794067
63797.6679687500	-117.7698364258
64018.6289062500	-117.9914474487
64240.3554687500	-118.1335678101
64462.8476562500	-118.0575561523
64686.1093750000	-117.8380050659
64910.0781250000	-117.7741012573
65134.8906250000	-117.9017410278
65360.4804687500	-118.1965026855
65586.8515625000	-118.4372863770
65814.0156250000	-118.5320892334
66041.9531250000	-118.6124343872
66270.6875000000	-118.6391372681
66500.2109375000	-118.6278991699
66730.4609375000	-118.5757675171
66961.5781250000	-118.3653259277
67193.5000000000	-117.5908584595
67426.2187500000	-116.4995727539
67659.7500000000	-115.8856277466
67894.0859375000	-115.6587295532
68129.2343750000	-116.2071380615
68365.1953125000	-116.9463882446
68601.8984375000	-118.0220870972
68839.5000000000	-118.6792297363
69077.9218750000	-118.8356246948
69317.1718750000	-118.8764266968
69557.2421875000	-118.8985137939
69798.1562500000	-118.9360275269
70039.8984375000	-118.9638061523
70282.4765625000	-118.9603805542
70525.8203125000	-118.9364852905
70770.0859375000	-118.9275207520
71015.1875000000	-118.9558105469
71261.1484375000	-118.9644393921
71507.9609375000	-118.8227691650
71755.6250000000	-118.5705413818
72004.1484375000	-118.0443420410
72253.5312500000	-117.6126327515
72503.6953125000	-117.6223831177
72754.8125000000	-118.0476608276
73006.7890625000	-118.6411895752
73259.6484375000	-119.0574188232
73513.3828125000	-119.2198867798
73767.9921875000	-119.2943115234
74023.4843750000	-119.3104705811
74279.8593750000	-119.3172531128
74537.0390625000	-119.3481140137
74795.1953125000	-119.3715667725
75054.2500000000	-119.3439712524
75314.1953125000	-119.2938461304
75575.0390625000	-119.2550659180
75836.7890625000	-119.1747741699
76099.4453125000	-119.0799331665
76363.0156250000	-119.0542449951
76627.4140625000	-119.1353073120
76892.8046875000	-119.2843475342
77159.1250000000	-119.4096450806
77426.3593750000	-119.4643020630
77694.5234375000	-119.4701385498
77963.6093750000	-119.4804458618
78233.6328125000	-119.5570449829
78504.5937500000	-119.6720886230
78776.4062500000	-119.7602691650
79049.2421875000	-119.7498855591
79323.0234375000	-119.5933074951
79597.7578125000	-119.2096176147
79873.4453125000	-118.7071990967
80150.0781250000	-118.3291168213
80427.6796875000	-118.2710418701
80706.2343750000	-118.4900665283
80985.7578125000	-118.8343048096
81266.1562500000	-119.3345870972
81547.6171875000	-119.6241760254
81830.0546875000	-119.7775650024
82113.4687500000	-119.9117813110
82397.8671875000	-120.0020370483
82683.2500000000	-120.0432662964
82969.6171875000	-119.9804077148
83256.9765625000	-119.8679580688
83545.2421875000	-119.7299118042
83834.6015625000	-119.5711441040
84124.9531250000	-119.5004730225
84416.3203125000	-119.4532318115
84708.6875000000	-119.3717269897
85002.0781250000	-119.3442916870
85296.4765625000	-119.4433670044
85591.8984375000	-119.6020736694
85888.2500000000	-119.7707901001
86185.7187500000	-119.8142318726
86484.2187500000	-119.7935638428
86783.7500000000	-119.8047714233
87084.3203125000	-119.7802200317
87385.9375000000	-119.4681549072
87688.5937500000	-119.1943893433
87992.2968750000	-119.3106689453
88296.9609375000	-119.5603027344
88602.7734375000	-119.5391464233
88909.6406250000	-119.2322463989
89217.5781250000	-119.2382812500
89526.5781250000	-119.5179061890
89836.6484375000	-119.7983016968
90147.7968750000	-119.9313125610
90460.0156250000	-120.0018234253
90773.2187500000	-120.1132659912
91087.6093750000	-120.1483230591
91403.0859375000	-120.1827163696
91719.6562500000	-120.2417297363
92037.3281250000	-120.3013305664
92356.0937500000	-120.3848876953
92675.9609375000	-120.4069824219
92996.9453125000	-120.2603836060
93318.9296875000	-120.0430755615
93642.1328125000	-119.9196319580
93966.4609375000	-120.0126495361
94291.9062500000	-120.1905441284
94618.4843750000	-120.0278320313
94946.1953125000	-119.6009826660
95275.0312500000	-119.1919708252
95605.0156250000	-119.1646118164
95936.0312500000	-119.5599746704
96268.3046875000	-119.7090148926
96601.7265625000	-119.6307144165
96936.2968750000	-119.5964813232
97272.0312500000	-119.3442916870
97608.9296875000	-118.7068176270
97946.9921875000	-118.1275634766
98286.2265625000	-117.7484359741
98626.5312500000	-116.9694137573
98968.1171875000	-115.3432617188
99310.8906250000	-113.0717315674
99654.8515625000	-109.9735031128
100000.0000000000	-101.5496215820
100346.3437500000	-99.7774276733
100693.8906250000	-98.2624130249
101042.6406250000	-97.1987533569
101392.5937500000	-96.3944396973
101743.6562500000	-95.8534393311
102096.0390625000	-95.7689743042
102449.6406250000	-95.9808578491
102804.4687500000	-96.4680099487
103160.5312500000	-97.3604507446
103517.8203125000	-98.6200637817
103876.3515625000	-100.1592407227
104236.1250000000	-102.0197448730
104597.0234375000	-104.2464981079
104959.2890625000	-106.6023712158
105322.8125000000	-109.0225448608
105687.5937500000	-111.2041473389
106053.6406250000	-112.9113159180
106420.9531250000	-114.2503204346
106789.5312500000	-115.2241210938
107159.3906250000	-116.0460205078
107530.4218750000	-116.8598861694
107902.8437500000	-117.6634521484
108276.5625000000	-118.4188003540
108651.5703125000	-118.9972305298
109027.8828125000	-119.4098892212
109405.4921875000	-119.6576232910
109784.4140625000	-119.7501220703
110164.6484375000	-119.8096008301
110546.0781250000	-119.8784713745
110928.9453125000	-119.9751663208
111313.1484375000	-120.1152343750
111698.6718750000	-120.2635269165
112085.5390625000	-120.3907165527
112473.7421875000	-120.4780654907
112863.2890625000	-120.4925765991
113254.1875000000	-120.4341278076
113646.3125000000	-120.3428344727
114039.9218750000	-120.2406311035
114434.8906250000	-120.1535339355
114831.2343750000	-120.1267623901
115228.9453125000	-120.1462707520
115628.0312500000	-120.1981201172
116028.5078125000	-120.2648162842
116430.3671875000	-120.3157272339
116833.4921875000	-120.3239746094
117238.1406250000	-120.3051528931
117644.1875000000	-120.2765502930
118051.6406250000	-120.2587966919
118460.5078125000	-120.2812347412
118870.7890625000	-120.3505325317
119282.4921875000	-120.4443511963
119695.6250000000	-120.5419616699
120110.0546875000	-120.6195144653
120526.0468750000	-120.6475906372
120943.4843750000	-120.5886306763
121362.3671875000	-120.4558486938
121782.6953125000	-120.2666702271
122204.4843750000	-120.0506668091
122627.7343750000	-119.8468780518
123052.4531250000	-119.7081909180
123478.5000000000	-119.6722106934
123906.1640625000	-119.7221145630
124335.3125000000	-119.8358306885
124765.9375000000	-119.9852371216
125198.0625000000	-120.1432876587
125631.6796875000	-120.2921066284
126066.7968750000	-120.4258193970
126503.4218750000	-120.5473175049
126941.5625000000	-120.6505966187
127381.0781250000	-120.7270202637
127822.2578125000	-120.7686233521
128264.9609375000	-120.7691574097
128709.2031250000	-120.7231292725
129154.9843750000	-120.6156616211
129602.3046875000	-120.4389266968
130051.1796875000	-120.2067108154
130501.6015625000	-119.9497985840
130953.4453125000	-119.7127761841
131407.0000000000	-119.5416412354
131862.1250000000	-119.4716644287
132318.8125000000	-119.5174331665
132777.0937500000	-119.6689682007
133236.9687500000	-119.8950576782
133698.4218750000	-120.1412200928
134161.4843750000	-120.3619918823
134626.0000000000	-120.5321884155
135092.2656250000	-120.6461868286
135560.1562500000	-120.7141189575
136029.6562500000	-120.7534866333
136500.7968750000	-120.7784881592
136973.5625000000	-120.7917633057
137447.9531250000	-120.7819290161
137924.0000000000	-120.7287216187
138401.5468750000	-120.6149978638
138880.8906250000	-120.4411621094
139361.9062500000	-120.2344818115
139844.5781250000	-120.0480422974
140328.9218750000	-119.9331283569
140814.9375000000	-119.9192733765
141302.6406250000	-120.0063018799
141792.0468750000	-120.1649703979
142282.9843750000	-120.3484725952
142775.7656250000	-120.5117034912
143270.2656250000	-120.6279983521
143766.4687500000	-120.6939468384
144264.4062500000	-120.7210083008
144764.0625000000	-120.7229919434
145265.4375000000	-120.7075119019
145768.5625000000	-120.6727142334
146273.2656250000	-120.6078262329
146779.8750000000	-120.4983291626
147288.2343750000	-120.2584762573
147798.3593750000	-120.0297851563
148310.2500000000	-119.7551574707
148823.9218750000	-119.3661575317
149339.3750000000	-118.6804885864
149856.5937500000	-117.4737548828
150375.4531250000	-115.7336196899
150896.2656250000	-113.7618408203
151418.8906250000	-111.9329147339
151943.3281250000	-110.5001068115
152469.5781250000	-109.5923004150
152997.6406250000	-109.2647476196
153527.5468750000	-109.5325088501
154059.2812500000	-110.3808670044
154592.6875000000	-111.7561798096
155128.1093750000	-113.5368499756
155665.3906250000	-115.4933700562
156204.5312500000	-117.2963562012
156745.5468750000	-118.6658630371
157288.4218750000	-119.5532379150
157833.1875000000	-120.0874099731
158379.8281250000	-120.4034805298
158928.3750000000	-120.6365966797
159478.6406250000	-120.7415008545
160030.9843750000	-120.7657318115
160585.2500000000	-120.7675857544
161141.4218750000	-120.7511825562
161699.5312500000	-120.7234954834
162259.5781250000	-120.6954574585
162821.5468750000	-120.6791839600
163385.4687500000	-120.6831512451
163951.1718750000	-120.7072143555
164519.0156250000	-120.7512512207
165088.8125000000	-120.7599334717
165660.5937500000	-120.7329330444
166234.3437500000	-120.7001037598
166810.0937500000	-120.6855239868
167387.8281250000	-120.7017898560
167967.5781250000	-120.7410812378
168549.1406250000	-120.7803268433
169132.9062500000	-120.7892608643
169718.6875000000	-120.7446060181
170306.5000000000	-120.7025222778
170896.3437500000	-120.6707458496
171488.2343750000	-120.6558456421
172082.1718750000	-120.6563568115
172678.1718750000	-120.6793289185
173276.0468750000	-120.7248382568
173876.1875000000	-120.7710571289
174478.3906250000	-120.8224868774
175082.6875000000	-120.8685150146
175689.0781250000	-120.9040298462
176297.5781250000	-120.8891220093
176908.1718750000	-120.8374099731
177520.8906250000	-120.7586746216
178135.5312500000	-120.6724090576
178752.4843750000	-120.5962600708
179371.5937500000	-120.6135253906
179992.8437500000	-120.6737289429
180616.2343750000	-120.7344207764
181241.7968750000	-120.7650222778
181869.5156250000	-120.7302703857
182499.4062500000	-120.6595840454
183131.2812500000	-120.6344757080
183765.5468750000	-120.6434936523
184402.0156250000	-120.6812973022
185040.6875000000	-120.6673431396
185681.5625000000	-120.6036071777
186324.6718750000	-120.5292510986
186969.9843750000	-120.4913024902
187617.5468750000	-120.5546875000
188267.1562500000	-120.6252517700
188919.2031250000	-120.6813964844
189573.5156250000	-120.6871795654
190230.0937500000	-120.6944580078
190888.9531250000	-120.7241058350
191550.0937500000	-120.7834854126
192213.5156250000	-120.7987976074
192879.2343750000	-120.7561569214
193547.0468750000	-120.6369018555
194217.3906250000	-120.5085830688
194890.0468750000	-120.4367141724
195565.0468750000	-120.3459396362
196242.3750000000	-120.2383041382
196922.0468750000	-120.0996627808
197604.0781250000	-119.5101547241
198288.4843750000	-118.2071228027
198975.0156250000	-116.6859664917
199664.1562500000	-113.3969573975
200355.6875000000	-109.8379516602
201049.6093750000	-107.1979522705
201745.9375000000	-103.2797164917
202444.6718750000	-100.2390823364
203145.8281250000	-98.1014480591
203849.4218750000	-97.0839385986
204555.4375000000	-97.1275405884
205263.6875000000	-98.2643890381
205974.6093750000	-100.5071029663
206688.0000000000	-103.5620574951
207403.8437500000	-107.3357238770
208122.1875000000	-109.7565994263
208843.0000000000	-112.9518127441
209566.3125000000	-115.9798736572
210292.1406250000	-118.0962905884
211020.2500000000	-119.4454040527
211751.1093750000	-119.8930130005
212484.5000000000	-120.0636978149
213220.4218750000	-120.1322326660
213958.9062500000	-120.2235260010
214699.9375000000	-120.2993392944
215443.5468750000	-120.3645095825
216189.7343750000	-120.4326629639
216938.2500000000	-120.5117721558
217689.6093750000	-120.5982208252
218443.5625000000	-120.6551895142
219200.1406250000	-120.6449966431
219959.3281250000	-120.5565567017
220721.1406250000	-120.4666671753
221485.5937500000	-120.4384078979
222252.7031250000	-120.4454345703
223022.2187500000	-120.4221343994
223794.6562500000	-120.3548202515
224569.7500000000	-120.3005142212
225347.5468750000	-120.3128738403
226128.0156250000	-120.4016265869
226911.2031250000	-120.5058517456
227697.0937500000	-120.5763702393
228485.7187500000	-120.6007003784
229276.8125000000	-120.5659866333
230070.9062500000	-120.4879837036
230867.7500000000	-120.4614181519
231667.3437500000	-120.4772186279
232469.7187500000	-120.4757003784
233274.8593750000	-120.4218978882
234082.7968750000	-120.3725357056
234893.5312500000	-120.4041976929
235706.8281250000	-120.4785614014
236523.1875000000	-120.5524749756
237342.3750000000	-120.5992660522
238164.3906250000	-120.5875015259
238989.2656250000	-120.5269927979
239816.9843750000	-120.4599380493
240647.5937500000	-120.3995819092
241481.0625000000	-120.3287200928
242317.1562500000	-120.2347259521
243156.4062500000	-120.1969223022
243998.5625000000	-120.2103652954
244843.6406250000	-120.2968750000
245691.6562500000	-120.3922424316
246542.5937500000	-120.4624938965
247396.4843750000	-120.4901275635
248253.3281250000	-120.4722366333
249112.8593750000	-120.3626403809
249975.6562500000	-119.8595886230
250841.4375000000	-118.5595855713
251710.2187500000	-116.9369964600
252582.0000000000	-114.6767044067
253456.8125000000	-111.8352050781
254334.6406250000	-110.3114776611
255215.5156250000	-109.7117691040
256099.4531250000	-110.3562316895
256986.1562500000	-112.5130233765
257876.2187500000	-114.7554016113
258769.3593750000	-116.7628402710
259665.5937500000	-118.6535644531
260564.9375000000	-119.4064025879
261467.3906250000	-119.5914916992
262372.9687500000	-119.7807998657
263281.6875000000	-120.0702896118
264193.2500000000	-120.1212844849
265108.2812500000	-120.0075302124
266026.4687500000	-120.0093765259
266947.8437500000	-120.1176681519
267872.4062500000	-120.2474060059
268800.1562500000	-120.2725448608
269731.1562500000	-120.2205123901
270665.3437500000	-120.1852722168
271602.4687500000	-120.2258834839
272543.1562500000	-120.2893753052
273487.0937500000	-120.2852859497
274434.3125000000	-120.2242507935
275384.8125000000	-120.2293624878
276338.5937500000	-120.2311401367
277295.6875000000	-120.1535110474
278256.0625000000	-120.1189880371
279219.5000000000	-120.1691436768
280186.5625000000	-120.1900558472
281156.9687500000	-120.0314636230
282130.7500000000	-119.8427200317
283107.9062500000	-119.8836975098
284088.4375000000	-119.7993621826
285072.3437500000	-119.1854324341
286059.6875000000	-118.6186141968
287050.1250000000	-117.5860519409
288044.3125000000	-114.3148956299
289041.9375000000	-111.2822952271
290043.0312500000	-110.4972305298
291047.5625000000	-112.2502059937
292055.5937500000	-115.8186187744
293067.1250000000	-117.2382049561
294082.1562500000	-115.7001342773
295100.3750000000	-115.2713928223
296122.4375000000	-116.6934356689
297148.0312500000	-118.9204177856
298177.1875000000	-120.0068206787
299209.9062500000	-119.4607925415
300246.2187500000	-109.4164657593
301286.1250000000	-107.9228820801
302329.5937500000	-106.6081466675
303376.3750000000	-105.6199645996
304427.0937500000	-104.9559555054
305481.4687500000	-104.5360717773
306539.5000000000	-104.4345855713
307601.1875000000	-104.7157592773
308666.5312500000	-105.2523040771
309735.5937500000	-106.0551071167
310808.3437500000	-107.2946548462
311884.4687500000	-108.7680892944
312964.6875000000	-110.4588088989
314048.6250000000	-112.3799667358
315136.3125000000	-114.2553176880
316227.7812500000	-115.9342575073
317323.0000000000	-117.2619400024
318422.0312500000	-117.9806365967
319524.8750000000	-118.4982147217
320631.5312500000	-118.8821334839
321741.6875000000	-119.2552413940
322856.0312500000	-119.6596298218
323974.2187500000	-120.0561676025
325096.2812500000	-120.4238281250
326222.2500000000	-120.6819763184
327352.0937500000	-120.8428268433
328485.8750000000	-120.9330749512
329623.5625000000	-120.9670028687
330764.8437500000	-120.9723968506
331910.4062500000	-120.9819564819
333059.9687500000	-120.9988098145
334213.5312500000	-121.0255737305
335371.0625000000	-121.0612640381
336532.5937500000	-121.0982589722
337698.1562500000	-121.1361007690
338867.7500000000	-121.1751174927
340041.0312500000	-121.2200927734
341218.7500000000	-121.2730560303
342400.5625000000	-121.3228302002
343586.4375000000	-121.3477554321
344776.4375000000	-121.3028106689
345970.5625000000	-121.0027236938
347168.8125000000	-120.3548889160
348371.2187500000	-119.3325042725
349577.4062500000	-117.9596328735
350788.1250000000	-116.3718948364
352003.0625000000	-114.8635253906
353222.2187500000	-113.5538406372
354445.5937500000	-112.5104293823
355673.1875000000	-111.7805023193
356905.0625000000	-111.4493255615
358141.1875000000	-111.5273513794
359381.1875000000	-111.9599533081
360625.9062500000	-112.7378845215
361874.9062500000	-113.8394470215
363128.2500000000	-115.2329483032
364385.9062500000	-116.8234100342
365647.9375000000	-118.3617248535
366914.3437500000	-119.6742553711
368185.1562500000	-120.6548461914
369459.9375000000	-121.2812042236
370739.5312500000	-121.6314544678
372023.5937500000	-121.8246612549
373312.0625000000	-121.9443359375
374605.0312500000	-122.0058441162
375902.4375000000	-122.0195388794
377204.3750000000	-121.9957504272
378510.7812500000	-121.9475708008
379821.3437500000	-121.8877716064
381136.8125000000	-121.8224258423
382456.8750000000	-121.7473220825
383781.5000000000	-121.6538085938
385110.7187500000	-121.5298919678
386444.5312500000	-121.3578491211
387782.9687500000	-121.1078262329
389126.0312500000	-120.7249603271
390473.3125000000	-120.0094375610
391825.6875000000	-118.5877914429
393182.7812500000	-116.0829238892
394544.5312500000	-112.5876922607
395911.0312500000	-108.5617523193
397282.2500000000	-104.4996871948
398658.2187500000	-100.7183151245
400038.9375000000	-97.3631439209
401424.4687500000	-94.4929504395
402814.3437500000	-92.1380004883
404209.4687500000	-90.3430099487
405609.4375000000	-89.0617828369
407014.2500000000	-88.2949142456
408423.9062500000	-88.0436401367
409838.4687500000	-88.3103485107
411257.9375000000	-89.0984878540
412682.3125000000	-90.4117736816
414111.1562500000	-92.2517623901
415545.4062500000	-94.6174621582
416984.6250000000	-97.4966201782
418428.8437500000	-100.8590011597
419878.0625000000	-104.6389160156
421332.2812500000	-108.7005310059
422791.5312500000	-112.7713928223
424255.8750000000	-116.3716964722
425724.7812500000	-118.9632034302
427199.2500000000	-120.4439239502
428678.8437500000	-121.2495269775
430163.5625000000	-121.7180633545
431653.4062500000	-122.0198287964
433148.4062500000	-122.2314682007
434648.5937500000	-122.3832702637
436154.0000000000	-122.4801406860
437664.1250000000	-122.5112304688
439179.9375000000	-122.4585037231
440701.0312500000	-122.3109588623
442227.3750000000	-122.0349273682
443759.0000000000	-121.7434921265
445295.9375000000	-121.4220199585
446838.2187500000	-121.0044021606
448385.8125000000	-120.2975387573
449938.2812500000	-119.0784149170
451496.6250000000	-117.3632278442
453060.3437500000	-115.4639434814
454629.5000000000	-113.7271575928
456204.0937500000	-112.3712081909
457784.1562500000	-111.5011672974
459369.6562500000	-111.1599273682
460960.6562500000	-111.3594589233
462556.6562500000	-112.0925598145
464158.7187500000	-113.3310165405
465766.3125000000	-115.0097885132
467379.4687500000	-116.9909896851
468998.2187500000	-119.0112152100
470622.5625000000	-120.6871871948
472252.5625000000	-121.9645080566
473888.1875000000	-122.4098968506
475528.9375000000	-122.5449523926
477175.9062500000	-122.6930389404
478828.5937500000	-122.8508605957
480487.0000000000	-122.9957580566
482151.1250000000	-123.1148071289
483821.0312500000	-123.2060775757
485496.7500000000	-123.2719497681
487178.2187500000	-123.3176040649
488865.0000000000	-123.3513259888
490558.1875000000	-123.3936843872
492257.1875000000	-123.4244918823
493962.1250000000	-123.4246749878
495672.9375000000	-123.3965301514
497389.6562500000	-123.3218688965
499112.3437500000	-123.1654052734
500841.0000000000	-122.8734054565
502575.6562500000	-122.3970336914
504315.7500000000	-121.3400650024
506062.4062500000	-120.2441558838
507815.1250000000	-119.6774139404
509573.9375000000	-119.3733520508
511338.8125000000	-119.3821182251
513109.8125000000	-119.7058105469
514886.9375000000	-120.6614761353
516670.2500000000	-121.8465499878
518459.1250000000	-122.5103302002
520254.7812500000	-122.9545745850
522056.6562500000	-123.1769104004
523864.7812500000	-123.2412185669
525679.1875000000	-123.2000579834
527499.8125000000	-123.1394042969
529326.8125000000	-123.1301498413
531160.1250000000	-123.1623535156
532999.1875000000	-123.2361984253
534845.1875000000	-123.3777694702
536697.6250000000	-123.4705657959
538556.4375000000	-123.4691696167
540421.6875000000	-123.4346008301
542293.4375000000	-123.3817291260
544171.6250000000	-123.3563385010
546056.3125000000	-123.3380889893
547947.0000000000	-123.2769622803
