Type	FSWP-26
Version	3.01
Date	23.May 2025
VSupply	ON
Mode	Voltage
9965485.0000000000	-133.9298095703
10000000.0000000000	-133.9324645996
Trace	2
Trace Mode	VIEW
Trace Result	PN
Smoothing	OFF
Smoothing Value	1.0000000000	%
Spurious Removal	OFF
Spurious Removal Threshold	6.0000000000	dB
Trace Offset	OFF
Trace Offset	0.0000000000	dB
Trace Label	OFF
Trace Label	Trace 2
x-Unit	Hz
y-Unit	dBc/Hz
Values	4663
1.0000000000	-97.2615432739
1.0034632683	-97.2856750488
1.0069385767	-97.3354034424
1.0104259253	-97.3851318359
1.0139254332	-97.4348678589
1.0174369812	-97.4881362915
1.0209606886	-97.6052932739
1.0244965553	-97.7224502563
1.0280447006	-97.8396072388
1.0316051245	-97.9567642212
1.0351779461	-98.0972900391
1.0387630463	-98.2555770874
1.0423606634	-98.4138641357
1.0459706783	-98.5721588135
1.0495932102	-98.7304382324
1.0532282591	-98.8887100220
1.0568759441	-99.0469894409
1.0605362654	-99.2052612305
1.0642092228	-99.3635330200
1.0678949356	-99.4862213135
1.0715934038	-99.6001358032
1.0753046274	-99.7140502930
1.0790288448	-99.8279724121
1.0827658176	-99.9000167847
1.0865157843	-99.9329910278
1.0902787447	-99.9659729004
1.0940546989	-99.9989471436
1.0978437662	-100.0079498291
1.1016459465	-99.9595794678
1.1054613590	-99.9112091064
1.1092898846	-99.8628387451
1.1131316423	-99.8095779419
1.1169868708	-99.7243881226
1.1208553314	-99.6392059326
1.1247371435	-99.5540161133
1.1286325455	-99.4693679810
1.1325412989	-99.4019165039
1.1364636421	-99.3344726563
1.1403995752	-99.2670211792
1.1443492174	-99.1995773315
1.1483124495	-99.1824951172
1.1522893906	-99.1661911011
1.1562801600	-99.1498794556
1.1602846384	-99.1335754395
1.1643031836	-99.1702651978
1.1683354378	-99.2072067261
1.1723817587	-99.2441482544
1.1764421463	-99.2827453613
1.1805164814	-99.3473510742
1.1846050024	-99.4119644165
1.1887077093	-99.4765701294
1.1928246021	-99.5395202637
1.1969556808	-99.5947723389
1.2011011839	-99.6500244141
1.2052608728	-99.7052688599
1.2094351053	-99.7494049072
1.2136237621	-99.7725677490
1.2178269625	-99.7957229614
1.2220447063	-99.8188858032
1.2262769938	-99.8259582520
1.2305239439	-99.8206634521
1.2347856760	-99.8153686523
1.2390621901	-99.8100738525
1.2433534861	-99.7884674072
1.2476595640	-99.7636032104
1.2519805431	-99.7387313843
1.2563166618	-99.7095031738
1.2606676817	-99.6552886963
1.2650337219	-99.6010818481
1.2694149017	-99.5468673706
1.2738113403	-99.4706726074
1.2782229185	-99.3733901978
1.2826498747	-99.2761001587
1.2870920897	-99.1788101196
1.2915496826	-99.0511703491
1.2960226536	-98.9207916260
1.3005112410	-98.7904052734
1.3050153255	-98.6582031250
1.3095350266	-98.5228805542
1.3140703440	-98.3875579834
1.3186213970	-98.2522354126
1.3231881857	-98.1403732300
1.3277708292	-98.0322647095
1.3323693275	-97.9241561890
1.3369836807	-97.8403244019
1.3416141272	-97.7931594849
1.3462605476	-97.7460021973
1.3509230614	-97.6988372803
1.3556017876	-97.7390213013
1.3602966070	-97.7814102173
1.3650077581	-97.8238067627
1.3697352409	-97.9252624512
1.3744791746	-98.0673751831
1.3792393208	-98.2094726563
1.3840161562	-98.3712768555
1.3888094425	-98.5926666260
1.3936192989	-98.8140487671
1.3984458447	-99.0354385376
1.4032890797	-99.2831954956
1.4081491232	-99.5325546265
1.4130259752	-99.7819137573
1.4179197550	-100.0129470825
1.4228304625	-100.2351303101
1.4277582169	-100.4573135376
1.4327028990	-100.6552886963
1.4376648664	-100.8227996826
1.4426438808	-100.9903030396
1.4476402998	-101.1421966553
1.4526538849	-101.2463684082
1.4576849937	-101.3505477905
1.4627333879	-101.4489822388
1.4677993059	-101.4860687256
1.4728827477	-101.5231628418
1.4779838324	-101.5602493286
1.4831025600	-101.5461273193
1.4882389307	-101.5298004150
1.4933931828	-101.5134658813
1.4985653162	-101.4826507568
1.5037553310	-101.4495849609
1.5089633465	-101.4165115356
1.5141893625	-101.4029312134
1.5194333792	-101.3940887451
1.5246957541	-101.3852386475
1.5299762487	-101.4096679688
1.5352749825	-101.4437255859
1.5405921936	-101.4777755737
1.5459277630	-101.5283813477
1.5512818098	-101.5836944580
1.5566543341	-101.6390075684
1.5620455742	-101.6652832031
1.5674554110	-101.6848144531
1.5728839636	-101.7043533325
1.5783313513	-101.6485671997
1.5837976933	-101.5820388794
1.5892828703	-101.5155105591
1.5947870016	-101.3725891113
1.6003103256	-101.2271575928
1.6058527231	-101.0798568726
1.6114143133	-100.9136734009
1.6169950962	-100.7474822998
1.6225953102	-100.5885162354
1.6282148361	-100.4523468018
1.6338539124	-100.3161697388
1.6395124197	-100.1963272095
1.6451905966	-100.0991668701
1.6508884430	-100.0019989014
1.6566059589	-99.9195022583
1.6623432636	-99.8458328247
1.6681005955	-99.7721633911
1.6738777161	-99.7178497314
1.6796748638	-99.6667861938
1.6854921579	-99.6215591431
1.6913294792	-99.6214065552
1.6971870661	-99.6212615967
1.7030650377	-99.6549758911
1.7089632750	-99.7397613525
1.7148818970	-99.8245468140
1.7208211422	-99.9757690430
1.7267808914	-100.1543884277
1.7327612638	-100.3356475830
1.7387623787	-100.5769577026
1.7447843552	-100.8182601929
1.7508270741	-101.0612945557
1.7568907738	-101.3069152832
1.7629753351	-101.5525283813
1.7690811157	-101.7692413330
1.7752079964	-101.9779357910
1.7813560963	-102.1806030273
1.7875255346	-102.3573837280
1.7937163115	-102.5341720581
1.7999285460	-102.7065353394
1.8061622381	-102.8761596680
1.8124175072	-103.0455245972
1.8186944723	-103.2114181519
1.8249932528	-103.3773117065
1.8313137293	-103.5212631226
1.8376561403	-103.6467819214
1.8440206051	-103.7685165405
1.8504070044	-103.7973861694
1.8568155766	-103.8262634277
1.8632462025	-103.7946701050
1.8696992397	-103.7148895264
1.8761746883	-103.6302795410
1.8826724291	-103.4995346069
1.8891928196	-103.3687820435
1.8957357407	-103.2544174194
1.9023011923	-103.1487197876
1.9088895321	-103.0601654053
1.9155006409	-103.0278854370
1.9221346378	-102.9956130981
1.9287915230	-103.0284118652
1.9354715347	-103.0742492676
1.9421746731	-103.1394958496
1.9489010572	-103.2282180786
1.9556506872	-103.3168869019
1.9624238014	-103.4049835205
1.9692202806	-103.4930725098
1.9760403633	-103.5728836060
1.9828839302	-103.6499328613
1.9897513390	-103.7330245972
1.9966424704	-103.8242568970
2.0035574436	-103.9198532104
2.0104963779	-104.0470275879
2.0174593925	-104.1742019653
2.0244464874	-104.3135604858
2.0314579010	-104.4553222656
2.0384933949	-104.5705566406
2.0455532074	-104.6654815674
2.0526378155	-104.7306289673
2.0597467422	-104.7311553955
2.0668802261	-104.7234878540
2.0740385056	-104.6241989136
2.0812215805	-104.5249099731
2.0884294510	-104.3576583862
2.0956623554	-104.1798477173
2.1029202938	-103.9831848145
2.1102032661	-103.7770614624
2.1175117493	-103.5875320435
2.1248455048	-103.4157791138
2.1322045326	-103.2657470703
2.1395888329	-103.1626281738
2.1469991207	-103.0696563721
2.1544346809	-103.0276489258
2.1618962288	-102.9866943359
2.1693835258	-102.9784393311
2.1768968105	-102.9701843262
2.1844360828	-102.9804687500
2.1920015812	-102.9925231934
2.1995930672	-103.0313796997
2.2072110176	-103.0765686035
2.2148551941	-103.1525039673
2.2225260735	-103.2403793335
2.2302234173	-103.3350982666
2.2379472256	-103.4335479736
2.2456979752	-103.5040206909
2.2534756660	-103.5549316406
2.2612800598	-103.5738372803
2.2691116333	-103.5659561157
2.2769701481	-103.5567245483
2.2848560810	-103.5462265015
2.2927691936	-103.5629348755
2.3007099628	-103.6069717407
2.3086779118	-103.6826553345
2.3166735172	-103.7903366089
2.3246970177	-103.9115982056
2.3327481747	-104.0459442139
2.3408272266	-104.1649932861
2.3489341736	-104.2707443237
2.3570692539	-104.3415145874
2.3652327061	-104.3863143921
2.3734242916	-104.4081039429
2.3816442490	-104.4161453247
2.3898925781	-104.4458389282
2.3981695175	-104.4851760864
2.4064753056	-104.5915756226
2.4148097038	-104.7180404663
2.4231729507	-104.9119262695
2.4315650463	-105.1167449951
2.4399862289	-105.3088378906
2.4484367371	-105.4895629883
2.4569165707	-105.5439682007
2.4654254913	-105.5603408813
2.4739642143	-105.4313507080
2.4825322628	-105.2591018677
2.4911301136	-105.0055389404
2.4997575283	-104.7277145386
2.5084149837	-104.4255523682
2.5171024799	-104.1223449707
2.5258200169	-103.8186035156
2.5345678329	-103.5507583618
2.5433456898	-103.2923507690
2.5521540642	-103.1340484619
2.5609929562	-103.0107040405
2.5698626041	-103.0097274780
2.5787627697	-103.0838775635
2.5876939297	-103.2571105957
2.5966558456	-103.5109939575
2.6056489944	-103.8080368042
2.6146731377	-104.0912246704
2.6237285137	-104.3468627930
2.6328153610	-104.4208755493
2.6419336796	-104.3864974976
2.6510834694	-104.1724624634
2.6602649689	-103.8568725586
2.6694786549	-103.4839172363
2.6787238121	-103.1415100098
2.6880011559	-102.8327941895
2.6973104477	-102.6504745483
2.7066521645	-102.5655517578
2.7160260677	-102.5822906494
2.7254326344	-102.7381439209
2.7348716259	-102.9417648315
2.7443432808	-103.2413177490
2.7538478374	-103.5556335449
2.7633852959	-103.8895645142
2.7729558945	-104.2167205811
2.7825593948	-104.5368041992
2.7921962738	-104.8145904541
2.8018665314	-105.0276870728
2.8115704060	-105.1638717651
2.8213076591	-105.0772857666
2.8310787678	-104.8864669800
2.8408837318	-104.4603118896
2.8507225513	-103.9603195190
2.8605954647	-103.4042129517
2.8705027103	-102.9168930054
2.8804440498	-102.5008087158
2.8904199600	-102.2088699341
2.9004304409	-102.0775146484
2.9104754925	-102.0232162476
2.9205553532	-102.0933837891
2.9306702614	-102.1944427490
2.9408199787	-102.3151626587
2.9510049820	-102.4070510864
2.9612252712	-102.4756011963
2.9714810848	-102.5180969238
2.9817721844	-102.5474624634
2.9920992851	-102.5901031494
3.0024619102	-102.6562957764
3.0128602982	-102.7877655029
3.0232946873	-102.9604644775
3.0337653160	-103.1957473755
3.0442721844	-103.4957809448
3.0548155308	-103.8261566162
3.0653953552	-104.1912765503
3.0760118961	-104.5521545410
3.0866649151	-104.8835983276
3.0973551273	-105.1466445923
3.1080822945	-105.2360916138
3.1188464165	-105.2006530762
3.1296479702	-104.9936141968
3.1404869556	-104.6779632568
3.1513633728	-104.3656387329
3.1622776985	-104.0876922607
3.1732296944	-103.9713973999
3.1842195988	-103.9681472778
3.1952474117	-104.0812454224
3.2063136101	-104.3793182373
3.2174181938	-104.7628097534
3.2285611629	-105.2122421265
3.2397425175	-105.7085418701
3.2509627342	-106.1602706909
3.2622220516	-106.5467987061
3.2735199928	-106.8349380493
3.2848572731	-106.9886169434
3.2962338924	-107.0854949951
3.3076496124	-107.1300277710
3.3191051483	-107.1065979004
3.3306002617	-106.9878768921
3.3421351910	-106.7871246338
3.3537099361	-106.5006256104
3.3653249741	-106.1833801270
3.3769800663	-105.9461898804
3.3886756897	-105.8189239502
3.4004118443	-105.8630218506
3.4121885300	-106.1168746948
3.4240059853	-106.4380111694
3.4358644485	-106.7556533813
3.4477639198	-106.9332656860
3.4597046375	-106.7576675415
3.4716866016	-106.3489151001
3.4837102890	-105.7792053223
3.4957754612	-105.1727066040
3.5078823566	-104.7123107910
3.5200312138	-104.3912887573
3.5322222710	-104.2068786621
3.5444555283	-104.1497573853
3.5567314625	-104.2331848145
3.5690495968	-104.3931732178
3.5814104080	-104.6161804199
3.5938138962	-104.8851470947
3.6062602997	-105.1699066162
3.6187500954	-105.3973999023
3.6312828064	-105.5356292725
3.6438591480	-105.5821685791
3.6564791203	-105.5541000366
3.6691424847	-105.5325698853
3.6818499565	-105.5906143188
3.6946012974	-105.7105484009
3.7073969841	-105.8553237915
3.7202367783	-105.9741592407
3.7331211567	-106.0257720947
3.7460501194	-106.0758666992
3.7590239048	-106.1570510864
3.7720425129	-106.2769393921
3.7851064205	-106.4392547607
3.7982153893	-106.6655960083
3.8113698959	-107.0508651733
3.8245697021	-107.6132354736
3.8378155231	-108.3184204102
3.8511071205	-109.0517501831
3.8644447327	-109.6127166748
3.8778283596	-109.6753540039
3.8912587166	-109.0592803955
3.9047353268	-108.2133636475
3.9182586670	-107.3653793335
3.9318287373	-106.6603927612
3.9454460144	-106.1801147461
3.9591102600	-105.9658279419
3.9728219509	-106.0369796753
3.9865810871	-106.3120269775
4.0003876686	-106.6042022705
4.0142426491	-106.7549743652
4.0281448364	-106.6897811890
4.0420956612	-106.4461059570
4.0560946465	-106.1455993652
4.0701422691	-105.9148330688
4.0842385292	-105.8219451904
4.0983834267	-105.8388977051
4.1125774384	-105.8747100830
4.1268205643	-105.8591766357
4.1411132813	-105.7646102905
4.1554551125	-105.6185607910
4.1698470116	-105.4893875122
4.1842885017	-105.4483032227
4.1987800598	-105.5215988159
4.2133216858	-105.6577224731
4.2279138565	-105.7369155884
4.2425560951	-105.6480560303
4.2572493553	-105.4454269409
4.2719936371	-105.2282867432
4.2867889404	-105.0510177612
4.3016357422	-104.9071960449
4.3165335655	-104.7697067261
4.3314828873	-104.6285552979
4.3464841843	-104.4919433594
4.3615374565	-104.3657989502
4.3766427040	-104.2471694946
4.3918004036	-104.1411972046
4.4070110321	-104.0763244629
4.4222736359	-104.0935134888
4.4375896454	-104.2210311890
4.4529581070	-104.4671783447
4.4683809280	-104.8366470337
4.4838562012	-105.3381195068
4.4993853569	-105.9458465576
4.5149679184	-106.5165710449
4.5306048393	-106.7528305054
4.5462956429	-106.4264526367
4.5620408058	-105.7227249146
4.5778408051	-105.0317840576
4.5936951637	-104.5878677368
4.6096048355	-104.4475402832
4.6255693436	-104.5797348022
4.6415891647	-104.9192886353
4.6576642990	-105.3637390137
4.6737952232	-105.7309188843
4.6899819374	-105.7778167725
4.7062249184	-105.4053649902
4.7225241661	-104.8083343506
4.7388796806	-104.2935409546
4.7552919388	-104.0627441406
4.7717609406	-104.1704406738
4.7882871628	-104.5605392456
4.8048706055	-105.1066207886
4.8215112686	-105.6450805664
4.8382096291	-106.0033111572
4.8549661636	-106.0516052246
4.8717803955	-105.6220092773
4.8886528015	-105.1969757080
4.9055838585	-105.1956253052
4.9225735664	-105.4867248535
4.9396219254	-106.0233306885
4.9567294121	-106.6410369873
4.9738960266	-107.0352249146
4.9911222458	-106.9068145752
5.0084080696	-106.2657089233
5.0257534981	-105.4038848877
5.0431594849	-104.5803527832
5.0606255531	-103.9043884277
5.0781521797	-103.2490005493
5.0957393646	-103.0268402100
5.1133875847	-103.1918487549
5.1310968399	-103.5221176147
5.1488671303	-103.8374023438
5.1666994095	-103.9214706421
5.1845936775	-103.7010650635
5.2025494576	-103.3227691650
5.2205672264	-102.9741592407
5.2386479378	-103.1367721558
5.2567911148	-103.5700073242
5.2749967575	-104.0683212280
5.2932658195	-104.3498992920
5.3115983009	-104.1813507080
5.3299937248	-103.6453475952
5.3484535217	-102.8973693848
5.3669767380	-102.7910232544
5.3855643272	-103.2355346680
5.4042162895	-103.9255294800
5.4229326248	-104.5921936035
5.4417138100	-104.9718017578
5.4605603218	-104.9800415039
5.4794721603	-104.8717651367
5.4984493256	-104.8775024414
5.5174922943	-104.8993911743
5.5366010666	-104.8856353760
5.5557761192	-104.8773574829
5.5750174522	-105.0896530151
5.5943255424	-105.4715270996
5.6137003899	-106.0317077637
5.6331429482	-107.0115737915
5.6526522636	-107.7776870728
5.6722292900	-107.9686050415
5.6918740273	-108.0860214233
5.7115869522	-108.3176574707
5.7313680649	-108.9719009399
5.7512173653	-109.6499938965
5.7711358070	-109.3744430542
5.7911229134	-108.0775451660
5.8111796379	-106.0719757080
5.8313055038	-105.0844573975
5.8515009880	-105.0259780884
5.8717665672	-105.4593963623
5.8921022415	-105.9263076782
5.9125084877	-106.0408859253
5.9329853058	-106.0533294678
5.9535331726	-106.1255111694
5.9741520882	-106.1631546021
5.9948425293	-105.7716979980
6.0156044960	-104.2838363647
6.0364384651	-102.7213287354
6.0573449135	-102.0840301514
6.0783233643	-101.9648056030
6.0993742943	-102.2425231934
6.1204986572	-102.3908996582
6.1416954994	-102.5771408081
6.1629662514	-103.0113677979
6.1843104362	-103.8712158203
6.2057290077	-106.8970642090
6.2272214890	-116.6191406250
6.2487878799	-114.9170684814
6.2704296112	-114.1610336304
6.2921462059	-109.2361831665
6.3139376640	-107.1698074341
6.3358049393	-105.8306198120
6.3577480316	-105.5591506958
6.3797669411	-106.0796737671
6.4018621445	-106.9502487183
6.4240336418	-107.6095809937
6.4462819099	-108.3721008301
6.4686074257	-108.0484313965
6.4910101891	-107.0108261108
6.5134906769	-106.9266510010
6.5360488892	-107.7083969116
6.5586853027	-109.7426071167
6.5814003944	-111.3677520752
6.6041936874	-111.3860626221
6.6270661354	-111.8928985596
6.6500177383	-112.2384338379
6.6730489731	-110.8825988770
6.6961598396	-109.8170928955
6.7193508148	-110.0073699951
6.7426218987	-110.9966354370
6.7659740448	-112.9175949097
6.7894062996	-113.5156784058
6.8129205704	-111.9188156128
6.8365159035	-109.6354751587
6.8601927757	-107.7145233154
6.8839516640	-106.5173416138
6.9077930450	-105.7775344849
6.9317169189	-105.1526489258
6.9557237625	-104.7096252441
6.9798135757	-104.5917282104
7.0039868355	-104.7225189209
7.0282440186	-104.7569274902
7.0525846481	-104.7511672974
7.0770101547	-105.2320327759
7.1015210152	-105.8339691162
7.1261157990	-105.9545974731
7.1507959366	-105.5535278320
7.1755614281	-105.1107788086
7.2004127502	-105.1368789673
7.2253499031	-105.9445877075
7.2503733635	-107.2331924438
7.2754840851	-108.0862350464
7.3006811142	-107.8922805786
7.3259658813	-107.6195297241
7.3513379097	-107.7179718018
7.3767981529	-107.8182830811
7.4023461342	-107.7644500732
7.4279828072	-107.9986267090
7.4537081718	-108.4519271851
7.4795227051	-108.7835388184
7.5054268837	-109.2215042114
7.5314202309	-109.7625122070
7.5575041771	-110.0572586060
7.5836782455	-109.8307571411
7.6099429131	-109.3616714478
7.6362986565	-109.1824340820
7.6627454758	-109.3959121704
7.6892838478	-109.4736557007
7.7159142494	-109.1456680298
7.7426371574	-108.9580001831
7.7694520950	-109.1671981812
7.7963600159	-109.7269897461
7.8233613968	-110.0696487427
7.8504562378	-110.1127471924
7.8776450157	-109.9644088745
7.9049277306	-109.4067993164
7.9323048592	-108.7663421631
7.9597768784	-108.3034515381
7.9873442650	-108.4353790283
8.0150070190	-109.0252914429
8.0427656174	-109.1046600342
8.0706205368	-108.7835617065
8.0985708237	-108.4230651855
8.1266193390	-108.3334579468
8.1547641754	-108.3048477173
8.1830062866	-108.2371063232
8.2113466263	-108.1378250122
8.2397851944	-108.0591049194
8.2683229446	-108.3379440308
8.2969579697	-108.9345855713
8.3256931305	-109.6278610229
8.3545274734	-110.2066116333
8.3834619522	-110.4702835083
8.4124965668	-110.3223571777
8.4416322708	-109.4417114258
8.4708681107	-108.6561203003
8.5002050400	-108.3130950928
8.5296440125	-108.7748794556
8.5591850281	-109.5627136230
8.5888280869	-109.4784851074
8.6185741425	-109.1878204346
8.6484231949	-109.1795501709
8.6783752441	-109.0747222900
8.7084312439	-109.0081176758
8.7385911942	-109.3883895874
8.7688560486	-109.7335510254
8.7992248535	-109.3875885010
8.8296995163	-109.2183456421
8.8602790833	-109.4374542236
8.8909654617	-109.4497375488
8.9217586517	-109.1759719849
8.9526576996	-108.9020004272
8.9836635590	-109.1138229370
9.0147771835	-109.5744552612
9.0459976196	-109.4338226318
9.0773267746	-108.9424133301
9.1087646484	-108.7509765625
9.1403112411	-108.9067611694
9.1719665527	-108.7621536255
9.2037324905	-108.4394607544
9.2356081009	-108.8813934326
9.2675933838	-109.9974212646
9.2996902466	-110.8182067871
9.3318977356	-110.8813476563
9.3642177582	-110.8443908691
9.3966484070	-111.0093841553
9.4291925430	-110.6935653687
9.4618482590	-109.7851257324
9.4946174622	-108.4650421143
9.5275011063	-107.8032989502
9.5604972839	-108.4538726807
9.5936088562	-109.7797241211
9.6268339157	-110.7823562622
9.6601753235	-111.0295028687
9.6936311722	-110.4690322876
9.7272033691	-109.9292984009
9.7608919144	-109.8161010742
9.7946968079	-109.9405822754
9.8286190033	-110.3709106445
9.8626585007	-110.4539108276
9.8968162537	-110.2025833130
9.9310922623	-110.3441772461
9.9654865265	-111.2765045166
10.0000000000	-110.3632125854
10.0346345901	-110.3264541626
10.0693864822	-110.2450408936
10.1042613983	-110.1436157227
10.1392536163	-110.0728607178
10.1743707657	-110.0123367310
10.2096061707	-110.0509567261
10.2449674606	-110.1041717529
10.2804470062	-110.2010879517
10.3160533905	-110.2642440796
10.3517789841	-110.2876663208
10.3876323700	-110.2050628662
10.4236068726	-110.0724334717
10.4597082138	-109.8537063599
10.4959316254	-109.6329498291
10.5322837830	-109.4480209351
10.5687589645	-109.3207931519
10.6053638458	-109.2785415649
10.6420917511	-109.3410415649
10.6789503098	-109.4558105469
10.7159337997	-109.6473312378
10.7530479431	-109.8343200684
10.7902870178	-109.9886169434
10.8276586533	-110.0793151855
10.8651571274	-110.1106719971
10.9027881622	-110.0547103882
10.9405460358	-109.9740829468
10.9784383774	-109.8572921753
11.0164585114	-109.7425079346
11.0546140671	-109.6300811768
11.0928983688	-109.5370330811
11.1313180923	-109.4553756714
11.1698675156	-109.4146270752
11.2085533142	-109.4114685059
11.2473707199	-109.4482345581
11.2863254547	-109.5485610962
11.3254127502	-109.6629943848
11.3646373749	-109.7866058350
11.4039955139	-109.8753051758
11.4434919357	-109.9403762817
11.4831228256	-109.9567184448
11.5228948593	-109.9786758423
11.5628004074	-110.0109176636
11.6028470993	-110.0800323486
11.6430301666	-110.1627807617
11.6833553314	-110.2602920532
11.7238168716	-110.3480453491
11.7644214630	-110.4288558960
11.8051643372	-110.4913864136
11.8460512161	-110.5474166870
11.8870754242	-110.5969543457
11.9282464981	-110.6328506470
11.9695558548	-110.6639785767
12.0110120773	-110.6892318726
12.0526084900	-110.7111892700
12.0943517685	-110.7213592529
12.1362361908	-110.7101821899
12.1782703400	-110.6241073608
12.2204456329	-110.4910583496
12.2627706528	-110.2904968262
12.3052387238	-110.0669326782
12.3478574753	-109.8521728516
12.3906202316	-109.6671829224
12.4335346222	-109.5219345093
12.4765939713	-109.3875122070
12.5198059082	-109.2583236694
12.5631647110	-109.1373291016
12.6066761017	-109.0502853394
12.6503391266	-109.0091094971
12.6941490173	-109.1056594849
12.7381153107	-109.2675399780
12.7822294235	-109.4850845337
12.8264999390	-109.6819305420
12.8709201813	-109.7677154541
12.9154977798	-109.7521514893
12.9602270126	-109.5930175781
13.0051136017	-109.3992309570
13.0501527786	-109.2214660645
13.0953512192	-109.0876617432
13.1407032013	-109.0344696045
13.1862154007	-109.0029449463
13.2318820953	-108.9805526733
13.2777099609	-108.9315185547
13.3236923218	-108.8207015991
13.3698387146	-108.6631011963
13.4161405563	-108.4615402222
13.4626073837	-108.2669525146
13.5092306137	-108.1480789185
13.5560188293	-108.1222457886
13.6029663086	-108.2238769531
13.6500797272	-108.4935073853
13.6973524094	-108.8415527344
13.7447919846	-109.2328872681
13.7923927307	-109.6138839722
13.8401622772	-109.8153305054
13.8880929947	-109.8153839111
13.9361934662	-109.6251220703
13.9844570160	-109.2673034668
14.0328922272	-108.9013137817
14.0814905167	-108.6325073242
14.1302604675	-108.4864654541
14.1791963577	-108.4808197021
14.2283058167	-108.6329803467
14.2775802612	-108.8508911133
14.3270301819	-109.1140594482
14.3766469955	-109.4138412476
14.4264402390	-109.7669219971
14.4764013290	-110.2145538330
14.5265398026	-110.7503662109
14.5768480301	-111.3571624756
14.6273345947	-111.9988784790
14.6779909134	-112.5476760864
14.7288274765	-112.8230819702
14.7798366547	-112.8125305176
14.8310260773	-112.5598754883
14.8823881149	-112.1537780762
14.9339323044	-111.7149124146
14.9856519699	-111.3235168457
15.0375537872	-110.9958114624
15.0896310806	-110.7401046753
15.1418933868	-110.5557708740
15.1943330765	-110.4326782227
15.2469577789	-110.3469924927
15.2997608185	-110.2713699341
15.3527507782	-110.2108917236
15.4059200287	-110.1819686890
15.4592771530	-110.2062606812
15.5128154755	-110.3026580811
15.5665435791	-110.4687728882
15.6204538345	-110.6426315308
15.6745538712	-110.7916717529
15.7288379669	-110.8989791870
15.7833137512	-110.9512634277
15.8379745483	-110.9302597046
15.8928289413	-110.8081665039
15.9478731155	-110.6343231201
16.0031032562	-110.5557479858
16.0585289001	-110.6702957153
16.1141433716	-110.9896392822
16.1699523926	-111.4229965210
16.2259521484	-111.8083114624
16.2821502686	-111.9948959351
16.3385391235	-111.9681701660
16.3951263428	-111.8582992554
16.4519062042	-111.7511520386
16.5088863373	-111.6528167725
16.5660591125	-111.5739288330
16.6234340668	-111.5334625244
16.6810054779	-111.5382308960
16.7387790680	-111.5690383911
16.7967472076	-111.5868911743
16.8549232483	-111.5456695557
16.9132938385	-111.3862304688
16.9718723297	-111.0368576050
17.0306491852	-110.5471343994
17.0896339417	-110.0782623291
17.1488189697	-109.8006362915
17.2082138062	-109.8278656006
17.2678089142	-110.1846542358
17.3276138306	-110.7841796875
17.3876228333	-111.4241180420
17.4478435516	-111.8629455566
17.5082683563	-111.9734420776
17.5689086914	-111.8284225464
17.6297531128	-111.6114196777
17.6908130646	-111.4703521729
17.7520790100	-111.4564056396
17.8135623932	-111.5227279663
17.8752536774	-111.5520019531
17.9371643066	-111.4278564453
17.9992828369	-111.1277313232
18.0616226196	-110.7456588745
18.1241741180	-110.4136123657
18.1869468689	-110.2093048096
18.2499313354	-110.1250076294
18.3131389618	-110.1146621704
18.3765602112	-110.1795959473
18.4402065277	-110.3691635132
18.5040683746	-110.7350769043
18.5681571960	-111.1679992676
18.6324615479	-111.4851608276
18.6969947815	-111.6297988892
18.7617454529	-111.7214431763
18.8267250061	-111.8403167725
18.8919258118	-111.9133148193
18.9573574066	-111.8651962280
19.0230102539	-111.7747802734
19.0888957977	-111.7867584229
19.1550025940	-111.9582138062
19.2213459015	-112.2354431152
19.2879123688	-112.5097808838
19.3547153473	-112.6678695679
19.4217453003	-112.5023040771
19.4890098572	-112.0235443115
19.5565052032	-111.7140502930
19.6242370605	-111.5796585083
19.6921997070	-111.6427612305
19.7604026794	-111.8195343018
19.8288364410	-111.9996185303
19.8975124359	-112.1363067627
19.9664268494	-112.2435836792
20.0355739594	-112.3522415161
20.1049671173	-112.5263366699
20.1745929718	-112.8471221924
20.2444667816	-113.2737121582
20.3145771027	-113.5143966675
20.3849372864	-113.0823745728
20.4555339813	-112.5826721191
20.5263805389	-112.1053237915
20.5974674225	-111.7732391357
20.6688041687	-111.6870956421
20.7403850555	-111.8399963379
20.8122177124	-112.1022186279
20.8842945099	-112.3401260376
20.9566268921	-112.3751525879
21.0292034149	-112.4297943115
21.1020374298	-112.5785903931
21.1751174927	-112.7416534424
21.2484550476	-112.8186416626
21.3220424652	-112.8030166626
21.3958911896	-112.7329788208
21.4699878693	-112.6911926270
21.5443496704	-112.6739425659
21.6189613342	-112.6130981445
21.6938362122	-112.4881362915
21.7689666748	-112.3691864014
21.8443622589	-112.3388977051
21.9200134277	-112.1679763794
21.9959316254	-111.7229232788
22.0721073151	-111.1697921753
22.1485538483	-110.7763748169
22.2252578735	-110.8652267456
22.3022346497	-111.5930480957
22.3794708252	-112.2053756714
22.4569816589	-112.6043472290
22.5347537994	-112.7108306885
22.6128025055	-112.7355346680
22.6911144257	-112.8213272095
22.7697048187	-112.8485336304
22.8485603333	-112.7629165649
22.9276943207	-112.5492630005
23.0070972443	-112.2880630493
23.0867805481	-112.0671844482
23.1667346954	-111.8685607910
23.2469711304	-111.9199600220
23.3274803162	-112.0451431274
23.4082736969	-112.1338195801
23.4893398285	-112.1839599609
23.5706958771	-112.2221755981
23.6523246765	-112.1943664551
