Type	FSWP-26
Version	3.01
Date	17.Jun 2025
VSupply	ON
Mode	Voltage
13.6973524094	-97.3278961182
13.7447919846	-97.3285140991
13.7923927307	-97.3577957153
13.8401622772	-97.4619522095
13.8880929947	-97.6128540039
13.9361934662	-97.7855148315
13.9844570160	-97.9396667480
14.0328922272	-97.9674072266
14.0814905167	-97.8981857300
14.1302604675	-97.7651901245
14.1791963577	-97.6098175049
14.2283058167	-97.5154647827
14.2775802612	-97.4765090942
14.3270301819	-97.4729614258
14.3766469955	-97.4887390137
14.4264402390	-97.5064620972
14.4764013290	-97.5315704346
14.5265398026	-97.5798721313
14.5768480301	-97.6617813110
14.6273345947	-97.7840576172
14.6779909134	-97.9429321289
14.7288274765	-98.0809783936
14.7798366547	-98.1552734375
14.8310260773	-98.1474838257
14.8823881149	-98.0581893921
14.9339323044	-97.9283676147
14.9856519699	-97.8394317627
15.0375537872	-97.8205184937
15.0896310806	-97.8813629150
15.1418933868	-98.0177078247
15.1943330765	-98.2111740112
15.2469577789	-98.4030303955
15.2997608185	-98.5246658325
15.3527507782	-98.5548629761
15.4059200287	-98.5106353760
15.4592771530	-98.4391784668
15.5128154755	-98.4054565430
15.5665435791	-98.4493637085
15.6204538345	-98.4972839355
15.6745538712	-98.4861907959
15.7288379669	-98.3935012817
15.7833137512	-98.2382583618
15.8379745483	-98.0691375732
15.8928289413	-97.9288177490
15.9478731155	-97.8309097290
16.0031032562	-97.7777709961
16.0585289001	-97.7828674316
16.1141433716	-97.8413314819
16.1699523926	-97.9218521118
16.2259521484	-97.9778518677
16.2821502686	-97.9751205444
16.3385391235	-97.9197387695
16.3951263428	-97.8321075439
16.4519062042	-97.6925659180
16.5088863373	-97.4689102173
16.5660591125	-97.1791534424
16.6234340668	-96.8962707520
16.6810054779	-96.7144088745
16.7387790680	-96.7073745728
16.7967472076	-96.9021682739
16.8549232483	-97.2707977295
16.9132938385	-97.7276458740
16.9718723297	-98.1342391968
17.0306491852	-98.3980102539
17.0896339417	-98.5497283936
17.1488189697	-98.6621475220
17.2082138062	-98.7639083862
17.2678089142	-98.8213043213
17.3276138306	-98.7987213135
17.3876228333	-98.7253952026
17.4478435516	-98.6859436035
17.5082683563	-98.7431716919
17.5689086914	-98.8777313232
17.6297531128	-99.0075073242
17.6908130646	-99.0645828247
17.7520790100	-99.0468902588
17.8135623932	-98.9891433716
17.8752536774	-98.9076309204
17.9371643066	-98.7995071411
17.9992828369	-98.6857528687
18.0616226196	-98.6245880127
18.1241741180	-98.6649398804
18.1869468689	-98.7936325073
18.2499313354	-98.9377670288
18.3131389618	-99.0220336914
18.3765602112	-99.0266799927
18.4402065277	-99.0004577637
18.5040683746	-99.0252227783
18.5681571960	-99.1542358398
18.6324615479	-99.3390808105
18.6969947815	-99.4353179932
18.7617454529	-99.3276824951
18.8267250061	-99.0572280884
18.8919258118	-98.7644500732
18.9573574066	-98.5450515747
19.0230102539	-98.4070281982
19.0888957977	-98.3289947510
19.1550025940	-98.3257522583
19.2213459015	-98.4484176636
19.2879123688	-98.7265777588
19.3547153473	-99.1091308594
19.4217453003	-99.5195846558
19.4890098572	-99.4871978760
19.5565052032	-99.2575912476
19.6242370605	-99.0284347534
19.6921997070	-98.8429946899
19.7604026794	-98.6919937134
19.8288364410	-98.5859527588
19.8975124359	-98.5665054321
19.9664268494	-98.6634216309
20.0355739594	-98.8653335571
20.1049671173	-99.1258087158
20.1745929718	-99.3846359253
20.2444667816	-99.5893936157
20.3145771027	-99.7304916382
20.3849372864	-99.7085113525
20.4555339813	-99.5958786011
20.5263805389	-99.4306335449
20.5974674225	-99.2606048584
20.6688041687	-99.1467895508
20.7403850555	-99.1313400269
20.8122177124	-99.2185821533
20.8842945099	-99.4413146973
20.9566268921	-99.5844726563
21.0292034149	-99.5744171143
21.1020374298	-99.5197067261
21.1751174927	-99.4406890869
21.2484550476	-99.3262023926
21.3220424652	-99.1707153320
21.3958911896	-98.9017257690
21.4699878693	-98.6645050049
21.5443496704	-98.5962448120
21.6189613342	-98.6619186401
21.6938362122	-98.8613662720
21.7689666748	-99.1169052124
21.8443622589	-99.4027938843
21.9200134277	-99.5789871216
21.9959316254	-99.6574707031
22.0721073151	-99.6886444092
22.1485538483	-99.6642074585
22.2252578735	-99.5917892456
22.3022346497	-99.5105361938
22.3794708252	-99.4069366455
22.4569816589	-99.2701644897
22.5347537994	-99.1448822021
22.6128025055	-99.1554183960
22.6911144257	-99.1822280884
22.7697048187	-99.1579818726
22.8485603333	-99.0956573486
22.9276943207	-99.1022186279
23.0070972443	-99.2929840088
23.0867805481	-99.4618301392
23.1667346954	-99.6535110474
23.2469711304	-99.8423309326
23.3274803162	-99.9349670410
23.4082736969	-99.9253692627
23.4893398285	-99.8072738647
23.5706958771	-99.7917404175
23.6523246765	-99.8283843994
23.7342433929	-99.7995529175
23.8164386749	-99.7028732300
23.8989257813	-99.7921752930
23.9816932678	-99.9800720215
24.0647525787	-100.1375045776
24.1480922699	-100.0641098022
24.2317276001	-99.9234771729
24.3156471252	-99.7287063599
24.3998641968	-99.7112121582
24.4843635559	-99.8449478149
24.5691642761	-100.0027999878
24.6542530060	-99.9535751343
24.7396411896	-99.8523254395
24.8253192902	-99.8585510254
24.9113006592	-100.1000976563
24.9975719452	-100.3128509521
25.0841503143	-100.4365844727
25.1710281372	-100.3770599365
25.2581996918	-100.3169403076
25.3456802368	-100.3208160400
25.4334583282	-100.3997344971
25.5215454102	-100.4572525024
25.6099300385	-100.4606933594
25.6986293793	-100.3804016113
25.7876281738	-100.0945053101
25.8769435883	-99.7956542969
25.9665584564	-99.6708679199
26.0564937592	-99.6598358154
26.1467323303	-99.6428833008
26.2372894287	-99.5777511597
26.3281536102	-99.5697860718
26.4193401337	-99.5970382690
26.5108356476	-99.5472564697
26.6026535034	-99.4746246338
26.6947841644	-99.4290008545
26.7872409821	-99.3682327271
26.8800086975	-99.4289779663
26.9731063843	-99.6715850830
27.0665187836	-100.2205200195
27.1602630615	-100.6407318115
27.2543239594	-100.7114486694
27.3487186432	-100.5838623047
27.4434318542	-100.2752227783
27.5384807587	-99.9860076904
27.6338520050	-99.9260787964
27.7295608521	-100.0520248413
27.8255920410	-100.3166275024
27.9219646454	-100.6579132080
28.0186634064	-100.9286346436
28.1157054901	-100.9164886475
28.2130756378	-100.7107696533
28.3107891083	-100.8354721069
28.4088344574	-101.2302169800
28.5072269440	-101.6156005859
28.6059532166	-101.8146209717
28.7050285339	-101.6623764038
28.8044395447	-101.2711791992
28.9042015076	-100.7217864990
29.0043029785	-100.2555160522
29.1047573090	-100.1442718506
29.2055530548	-100.4094085693
29.3067054749	-100.6107025146
29.4081993103	-100.6157989502
29.5100536346	-100.5182037354
29.6122512817	-100.4471435547
29.7148113251	-100.4716567993
29.8177204132	-100.4770355225
29.9209918976	-100.3947219849
30.0246143341	-100.4676742554
30.1286029816	-100.4684066772
30.2329425812	-100.4769821167
30.3376541138	-100.4946365356
30.4427185059	-100.5227432251
30.5481548309	-100.5617065430
30.6539497375	-100.6106414795
30.7601184845	-100.6666259766
30.8666458130	-100.7209625244
30.9735507965	-100.7659530640
31.0808181763	-100.7957458496
31.1884651184	-100.8066940308
31.2964763641	-100.7983169556
31.4048690796	-100.7739410400
31.5136299133	-100.7432403564
31.6227760315	-100.7181549072
31.7322998047	-100.7049942017
31.8421955109	-100.7060699463
31.9524784088	-100.7195129395
32.0631370544	-100.7397766113
32.1741867065	-100.7593688965
32.2856101990	-100.7706604004
32.3974304199	-100.7739715576
32.5096282959	-100.7755432129
32.6222229004	-100.7839813232
32.7351989746	-100.8079223633
32.8485755920	-100.8536911011
32.9623374939	-100.9236297607
33.0764999390	-101.0156173706
33.1910514832	-101.1237564087
33.3060073853	-101.2398986816
33.4213523865	-101.3542556763
33.5371055603	-101.4598236084
33.6532516479	-101.5515213013
33.7698059082	-101.6270217896
33.8867568970	-101.6875152588
34.0041236877	-101.7372894287
34.1218833923	-101.7809829712
34.2400627136	-101.8193359375
34.3586425781	-101.8452911377
34.4776420593	-101.8438568115
34.5970458984	-101.7978134155
34.7168693542	-101.6982803345
34.8371009827	-101.5531845093
34.9577598572	-101.3911819458
35.0788230896	-101.2443695068
35.2003173828	-101.1358413696
35.3222236633	-101.0751342773
35.4445610046	-101.0583572388
35.5673103333	-101.0729980469
35.6904945374	-101.1047286987
35.8140983582	-101.1436233521
35.9381370544	-101.1873855591
36.0625991821	-101.2404403687
36.1875000000	-101.3094253540
36.3128242493	-101.3971633911
36.4385910034	-101.4977722168
36.5647850037	-101.5960464478
36.6914253235	-101.6726760864
36.8184928894	-101.7237777710
36.9460144043	-101.7124023438
37.0739631653	-101.6836471558
37.2023696899	-101.6542816162
37.3312072754	-101.6312713623
37.4605026245	-101.6086730957
37.5902328491	-101.5720825195
37.7204246521	-101.5085220337
37.8510589600	-101.4165496826
37.9821548462	-101.3106079102
38.1136932373	-101.2165527344
38.2456970215	-101.1609039307
38.3781509399	-101.1595001221
38.5110702515	-101.2105102539
38.6444396973	-101.2942581177
38.7782859802	-101.3809890747
38.9125823975	-101.4443664551
39.0473518372	-101.4738006592
39.1825790405	-101.4768753052
39.3182868958	-101.4704132080
39.4544525146	-101.4675292969
39.5911026001	-101.4699401855
39.7282142639	-101.4695587158
39.8658103943	-101.4438629150
40.0038833618	-101.4005737305
40.1424255371	-101.3822937012
40.2814559937	-101.3889541626
40.4209594727	-101.4239120483
40.5609550476	-101.4800872803
40.7014236450	-101.5451049805
40.8423919678	-101.6085662842
40.9838371277	-101.6664276123
41.1257820129	-101.7200469971
41.2682075500	-101.7955169678
41.4111366272	-101.8595275879
41.5545539856	-101.8853454590
41.6984748840	-101.8941421509
41.8428840637	-101.8879547119
41.9878044128	-101.8737640381
42.1332168579	-101.8619308472
42.2791442871	-101.8753280640
42.4255638123	-101.9347839355
42.5725021362	-102.0003814697
42.7199363708	-102.0708618164
42.8678970337	-102.1319122314
43.0163574219	-102.1748886108
43.1653404236	-102.2080612183
43.3148307800	-102.2298049927
43.4648475647	-102.2482452393
43.6153755188	-102.2731628418
43.7664337158	-102.3039474487
43.9180068970	-102.3371963501
44.0701141357	-102.3721466064
44.2227363586	-102.3657608032
44.3759002686	-102.3231735229
44.5295829773	-102.2569732666
44.6838073730	-102.1468429565
44.8385581970	-102.0636978149
44.9938507080	-102.0415573120
45.1496734619	-102.0479049683
45.3060493469	-102.0813522339
45.4629516602	-102.1799774170
45.6204109192	-102.3238906860
45.7784004211	-102.4474487305
45.9369544983	-102.5865249634
46.0960426331	-102.7943191528
46.2556915283	-102.9565734863
46.4158859253	-103.0070343018
46.5766448975	-103.0101623535
46.7379455566	-102.9495391846
46.8998222351	-102.8617248535
47.0622444153	-102.8030624390
47.2252426147	-102.7277755737
47.3887901306	-102.6633834839
47.5529212952	-102.6187744141
47.7176055908	-102.5609664917
47.8828735352	-102.4281311035
48.0486984253	-102.2589187622
48.2151145935	-102.1513290405
48.3820915222	-102.0703964233
48.5496597290	-102.1003265381
48.7177963257	-102.1807861328
48.8865280151	-102.3101043701
49.0558319092	-102.3732299805
49.2257347107	-102.3421478271
49.3962097168	-102.1959457397
49.5672912598	-102.0024185181
49.7389526367	-101.8885726929
49.9112205505	-101.8204116821
50.0840721130	-101.8829040527
50.2575378418	-101.9992370605
50.4316024780	-102.2202148438
50.6062545776	-102.4384231567
50.7815284729	-102.6108093262
50.9573936462	-102.7286071777
51.1338806152	-102.7576141357
51.3109664917	-102.7259521484
51.4886817932	-102.6596527100
51.6669960022	-102.6423110962
51.8459396362	-102.7091064453
52.0254936218	-102.7999343872
52.2056808472	-102.9403686523
52.3864784241	-103.0290145874
52.5679168701	-103.0169754028
52.7499694824	-102.9416732788
52.9326667786	-102.8718109131
53.1159820557	-102.7697982788
53.2999458313	-102.6810760498
53.4845352173	-102.6147003174
53.6697731018	-102.5813598633
53.8556442261	-102.6215515137
54.0421676636	-102.7368774414
54.2293281555	-102.9249877930
54.4171485901	-103.1229171753
54.6056022644	-103.2394104004
54.7947273254	-103.2355880737
54.9844932556	-103.1022338867
55.1749267578	-102.9445877075
55.3660087585	-102.8519287109
55.5577659607	-102.8361663818
55.7501716614	-102.8765792847
55.9432601929	-102.9112472534
56.1370010376	-102.8634490967
56.3314323425	-102.6825790405
56.5265159607	-102.3196945190
56.7222938538	-101.9245986938
56.9187316895	-101.6987304688
57.1158676147	-101.7131423950
57.3136711121	-101.9716949463
57.5121726990	-102.4030990601
57.7113494873	-102.6893997192
57.9112281799	-102.9456253052
58.1117858887	-103.1932144165
58.3130531311	-103.3804702759
58.5150032043	-103.4895858765
58.7176666260	-103.5302734375
58.9210166931	-103.5736541748
59.1250877380	-103.6018142700
59.3298454285	-103.5737304688
59.5353317261	-103.4257202148
59.7415161133	-103.2732925415
59.9484252930	-103.1646575928
60.1560401917	-103.1393432617
60.3643875122	-103.2360610962
60.5734405518	-103.4778213501
60.7832336426	-103.6696929932
60.9937362671	-103.7871246338
61.2049865723	-103.8282699585
61.4169502258	-103.8117370605
61.6296615601	-103.7944564819
61.8430976868	-103.7810287476
62.0572891235	-103.7590942383
62.2722053528	-103.7008056641
62.4878807068	-103.5754470825
62.7042884827	-103.4652557373
62.9214630127	-103.3595123291
63.1393852234	-103.2085494995
63.3580513000	-102.9790725708
63.5774879456	-102.7604370117
63.7976684570	-102.5970764160
64.0186309814	-102.5850448608
64.2403335571	-102.7557601929
64.4628295898	-102.8794021606
64.6860733032	-102.9619903564
64.9101104736	-103.1149291992
65.1349105835	-103.3451766968
65.3604965210	-103.4899291992
65.5868530273	-103.5218963623
65.8140106201	-103.3938522339
66.0419387817	-103.1135864258
66.2706680298	-102.7683105469
66.5001754761	-102.5198822021
66.7304992676	-102.3426361084
66.9616012573	-102.2998199463
67.1935195923	-102.5394439697
67.4262161255	-102.9695281982
67.6597442627	-103.3948516846
67.8940658569	-103.6420822144
68.1292114258	-103.8188705444
68.3651580811	-103.9791030884
68.6019363403	-104.0369338989
68.8395156860	-104.0054931641
69.0779418945	-103.9430694580
69.3171691895	-103.9248886108
69.5572433472	-103.9725723267
69.7981338501	-104.0644912720
70.0398788452	-104.1409835815
70.2824401855	-104.0864486694
70.5258560181	-103.9873046875
70.7701034546	-103.9563598633
71.0152130127	-103.9848709106
71.2611465454	-104.0287857056
71.5079574585	-104.1067657471
71.7555999756	-104.2402038574
72.0041275024	-104.3896942139
72.2534866333	-104.5058898926
72.5037384033	-104.5495300293
72.7548294067	-104.4605102539
73.0068130493	-104.2401046753
73.2596511841	-104.0345764160
73.5133819580	-103.9972229004
73.7679672241	-104.1271743774
74.0234603882	-104.3141250610
74.2798156738	-104.4671707153
74.5370788574	-104.5328063965
74.7952194214	-104.4986038208
75.0542678833	-104.4523086548
75.3141937256	-104.5036926270
75.5750427246	-104.6275177002
75.8367691040	-104.6856765747
76.0994262695	-104.6239318848
76.3629760742	-104.5078430176
76.6274566650	-104.3871154785
76.8928298950	-104.2910690308
77.1591415405	-104.2488708496
77.4263610840	-104.2626495361
77.6945190430	-104.3639297485
77.9635925293	-104.4904479980
78.2336120605	-104.4930801392
78.5045547485	-104.3880004883
78.7764511108	-104.2309036255
79.0492630005	-104.0849609375
79.3230514526	-104.0228271484
79.5977783203	-104.0895233154
79.8734436035	-104.1861038208
80.1500778198	-104.2501602173
80.4276504517	-104.3685302734
80.7062149048	-104.5439910889
80.9857101440	-104.7131423950
81.2662048340	-104.8426513672
81.5476379395	-104.8521423340
81.8300781250	-104.8334884644
82.1134719849	-104.8928146362
82.3978652954	-104.9834518433
82.6832275391	-104.9012069702
82.9695968628	-104.7233352661
83.2569351196	-104.6193389893
83.5452880859	-104.7566680908
83.8346252441	-105.0097808838
84.1249771118	-105.0802154541
84.4163208008	-105.0374450684
84.7086944580	-105.0306091309
85.0020523071	-105.0466232300
85.2964553833	-105.0326766968
85.5918502808	-104.9603347778
85.8882904053	-104.8726806641
86.1857376099	-104.8220596313
86.4842376709	-104.8200302124
86.7837524414	-104.9309082031
87.0843200684	-105.1225128174
87.3859100342	-105.2436141968
87.6885681152	-105.1724243164
87.9922485352	-104.9494247437
88.2970046997	-104.8892669678
88.6027908325	-105.1021194458
88.9096679688	-105.3191146851
89.2175750732	-105.3830337524
89.5265808105	-105.3653411865
89.8366241455	-105.2974929810
90.1477661133	-105.1859207153
90.4599685669	-105.0510711670
90.7732696533	-104.9337463379
91.0876312256	-104.8697052002
91.4031143188	-104.9406814575
91.7196578979	-105.2014770508
92.0373229980	-105.4887924194
92.3560638428	-105.4883651733
92.6759338379	-105.2541809082
92.9968872070	-105.0640945435
93.3189773560	-104.9751892090
93.6421585083	-104.9987640381
93.9664840698	-105.1353149414
94.2919082642	-105.3419799805
94.6184844971	-105.6179885864
94.9461669922	-105.8255538940
95.2750091553	-105.8040466309
95.6049652100	-105.7334594727
95.9360885620	-105.7509307861
96.2683258057	-105.6565322876
96.6017532349	-105.2742614746
96.9363021851	-104.9309387207
97.2720336914	-104.8732757568
97.6089019775	-105.0697326660
97.9469680786	-105.2730026245
98.2861785889	-105.3881988525
98.6265869141	-105.4101333618
98.9681472778	-105.3153305054
99.3109207153	-104.6589279175
99.6548461914	-103.1541519165
100.0000000000	-104.3894729614
100.3463439941	-104.4438400269
100.6938934326	-104.5531387329
101.0425872803	-104.7215728760
101.3925399780	-104.8972549438
101.7437057495	-105.0758132935
102.0960922241	-105.2216796875
102.4496383667	-105.3364410400
102.8044738770	-105.4238662720
103.1605300903	-105.4759750366
103.5178222656	-105.5070114136
103.8762969971	-105.5225601196
104.2360610962	-105.5208053589
104.5970840454	-105.4817276001
104.9593505859	-105.4085617065
105.3228149414	-105.2997131348
105.6875915527	-105.1412124634
106.0536346436	-104.9755401611
106.4209518433	-104.8249588013
106.7894744873	-104.7125473022
107.1593322754	-104.7011108398
107.5304794312	-104.7629318237
107.9029006958	-104.8923950195
108.2765579224	-105.0881576538
108.6515731812	-105.2984619141
109.0278854370	-105.4903106689
109.4054946899	-105.6502075195
109.7843551636	-105.7510910034
110.1645889282	-105.8108139038
110.5461349487	-105.8499298096
110.9290084839	-105.8772201538
111.3131484985	-105.9034576416
111.6986770630	-105.9321365356
112.0855407715	-105.9605636597
112.4737396240	-105.9868316650
112.8632278442	-106.0071563721
113.2541198730	-106.0196685791
113.6463699341	-106.0271072388
114.0399856567	-106.0312805176
114.4348907471	-106.0346527100
114.8312301636	-106.0451507568
115.2289428711	-106.0660171509
115.6280364990	-106.0964202881
116.0284423828	-106.1313018799
116.4303054810	-106.1522979736
116.8335571289	-106.0913848877
117.2382049561	-105.8884582520
117.6441879272	-105.5019531250
118.0516433716	-104.9129562378
118.4605102539	-104.1474533081
118.8707885742	-103.3864669800
119.2824249268	-102.7573852539
119.6955566406	-102.3349761963
120.1101150513	-102.1729278564
120.5261154175	-102.3154678345
120.9434814453	-102.7873535156
121.3623657227	-103.4535369873
121.7826995850	-104.2170944214
122.2044906616	-104.9680557251
122.6276702881	-105.5983734131
123.0523834229	-106.0138549805
123.4785690308	-106.2347640991
123.9062347412	-106.3454589844
124.3353118896	-106.3847427368
124.7659378052	-106.3809432983
125.1980590820	-106.3541793823
125.6316757202	-106.3213348389
126.0667953491	-106.3022918701
126.5033569336	-106.3025131226
126.9414901733	-106.3184051514
127.3811492920	-106.3417358398
127.8223266602	-106.3632659912
128.2649688721	-106.3767318726
128.7091979980	-106.3825836182
129.1549835205	-106.3912277222
129.6023101807	-106.4174270630
130.0511016846	-106.4650955200
130.5015258789	-106.5295639038
130.9535217285	-106.6011428833
131.4070739746	-106.6701278687
131.8621215820	-106.7305450439
132.3188171387	-106.7807617188
132.7770996094	-106.8204956055
133.2369689941	-106.8460845947
133.6983489990	-106.8519134521
134.1614074707	-106.8362197876
134.6260681152	-106.8000793457
135.0923461914	-106.7478637695
135.5601501465	-106.6870498657
136.0296630859	-106.6278152466
136.5007934570	-106.5817108154
136.9735565186	-106.5585098267
137.4478759766	-106.5623703003
137.9239349365	-106.5895690918
138.4016265869	-106.6299591064
138.8809661865	-106.6721878052
139.3618927002	-106.7096939087
139.8445739746	-106.7422180176
140.3289184570	-106.7712554932
140.8149414063	-106.7936706543
141.3025665283	-106.8030853271
141.7919616699	-106.7957534790
142.2830505371	-106.7749099731
142.7758483887	-106.7495727539
143.2702636719	-106.7294998169
143.7664794922	-106.7211227417
144.2644042969	-106.7266769409
144.7640533447	-106.7452011108
145.2653656006	-106.7730484009
145.7684783936	-106.8034591675
146.2733459473	-106.8254928589
146.7799530029	-106.8229827881
147.2882385254	-106.7451400757
147.7983703613	-106.6030426025
148.3102569580	-106.4007644653
148.8239288330	-106.1878051758
149.3392791748	-106.0373916626
149.8565216064	-106.0116043091
150.3755340576	-106.1313476563
150.8963623047	-106.3660354614
151.4188995361	-106.6458969116
151.9433288574	-106.8937149048
152.4695739746	-107.0604324341
152.9976501465	-107.1409072876
153.5274658203	-107.1621246338
154.0592041016	-107.1599731445
154.5927734375	-107.1607284546
155.1282043457	-107.1723785400
155.6653900146	-107.1864929199
156.2045288086	-107.1884460449
156.7455444336	-107.1692352295
157.2884216309	-107.1307296753
157.8330993652	-107.0833511353
158.3797454834	-107.0419540405
158.9282836914	-107.0312957764
159.4787292480	-107.0937957764
160.0310668945	-107.1681823730
160.5852508545	-107.2308120728
161.1414337158	-107.2541961670
161.6995391846	-107.2371444702
162.2595672607	-107.2075500488
162.8214569092	-107.2015838623
163.3853912354	-107.2382125854
163.9512634277	-107.3077392578
164.5191040039	-107.3985824585
165.0888214111	-107.4091873169
165.6605987549	-107.3582916260
166.2343444824	-107.2874374390
166.8100891113	-107.2187957764
167.3877410889	-107.1648330688
167.9674835205	-107.1274871826
168.5492248535	-107.1040191650
169.1329956055	-107.0949325562
169.7186889648	-107.1162185669
170.3064880371	-107.1504135132
170.8963470459	-107.1941299438
171.4882354736	-107.2395401001
172.0820770264	-107.2777633667
172.6780853271	-107.3056411743
173.2761383057	-107.3119888306
173.8762817383	-107.3251037598
174.4783935547	-107.3637390137
175.0826873779	-107.4295730591
175.6890869141	-107.5498123169
176.2975769043	-107.6613769531
176.9080810547	-107.7277603149
177.5207824707	-107.7891769409
178.1356201172	-107.8334197998
178.7525939941	-107.8209075928
179.3715972900	-107.7201461792
179.9928436279	-107.6188964844
180.6162414551	-107.5207519531
181.2417907715	-107.4473724365
181.8694152832	-107.4236221313
182.4993133545	-107.4855728149
183.1313934326	-107.5535049438
183.7656555176	-107.6106567383
184.4020233154	-107.6525344849
185.0406799316	-107.6643600464
185.6815643311	-107.6635360718
186.3246612549	-107.6590576172
186.9698944092	-107.6543807983
187.6174468994	-107.6698074341
188.2672576904	-107.7023620605
188.9193115234	-107.7794418335
189.5735168457	-107.8680801392
190.2301025391	-107.9206924438
190.8889465332	-107.9568939209
191.5500793457	-107.9557800293
192.2134094238	-107.8855895996
192.8791351318	-107.7977981567
193.5471496582	-107.6581649780
194.2174987793	-107.5787811279
194.8900604248	-107.5968399048
195.5650482178	-107.7096176147
196.2423706055	-107.8416442871
196.9220581055	-107.9043960571
197.6039733887	-107.9524917603
198.2883758545	-107.9706268311
198.9751281738	-107.9671173096
199.6642761230	-107.9488830566
200.3558044434	-107.9422454834
201.0496063232	-107.9589233398
201.7459411621	-108.0119628906
202.4446716309	-108.0803451538
203.1458282471	-108.1482696533
203.8493041992	-108.1925735474
204.5553283691	-108.1974258423
205.2637939453	-108.1827011108
205.9747161865	-108.1660995483
206.6879882813	-108.1540908813
207.4038391113	-108.1410980225
208.1221771240	-108.1300506592
208.8430023193	-108.1119384766
209.5662078857	-108.1010742188
210.2920227051	-108.1062240601
211.0203704834	-108.1057815552
211.7512207031	-108.0702514648
212.4844970703	-108.0252380371
213.2204284668	-108.0183334351
213.9589080811	-108.0690917969
214.6999511719	-108.1544952393
215.4434356689	-108.2070083618
216.1896057129	-108.2005691528
216.9383697510	-108.1597061157
217.6897277832	-108.1462936401
218.4435577393	-108.2035217285
219.2001342773	-108.3122100830
219.9593200684	-108.4479675293
220.7211456299	-108.5616989136
221.4854736328	-108.5815963745
222.2525787354	-108.5088653564
223.0223388672	-108.3866195679
223.7947692871	-108.2930908203
224.5697479248	-108.2217636108
225.3475341797	-108.0636062622
226.1280212402	-107.7273559570
226.9112091064	-107.4081954956
227.6969757080	-107.3955917358
228.4855957031	-107.6826705933
229.2769470215	-108.0985031128
230.0710296631	-108.4271621704
230.8677520752	-108.4689483643
231.6673431396	-108.4383239746
232.4697113037	-108.4125518799
233.2748718262	-108.3979339600
234.0826721191	-108.3922119141
234.8934020996	-108.4177246094
235.7069549561	-108.4696655273
236.5233154297	-108.5114135742
237.3423614502	-108.5159072876
238.1643981934	-108.4793548584
238.9892578125	-108.4247589111
239.8169860840	-108.3732376099
240.6474609375	-108.3743820190
241.4809265137	-108.4674606323
242.3172912598	-108.6410980225
243.1565399170	-108.7473907471
243.9985656738	-108.8008956909
244.8436431885	-108.7926788330
245.6916503906	-108.7299880981
246.5425872803	-108.6494293213
247.3963470459	-108.5823135376
248.2531890869	-108.5676803589
249.1130065918	-108.5677032471
249.9757995605	-108.5778961182
250.8414306641	-108.6153030396
251.7102203369	-108.6662750244
252.5820007324	-108.7314224243
253.4568023682	-108.7920684814
254.3346405029	-108.7795715332
255.2153778076	-108.7314147949
256.0993041992	-108.7479705811
256.9862976074	-108.8877868652
257.8763427734	-108.9872817993
258.7693481445	-109.0086059570
259.6655883789	-108.9540405273
260.5649414063	-108.9093551636
261.4673767090	-108.9357070923
262.3728332520	-108.9920196533
263.2815246582	-109.0013198853
264.1933898926	-108.9311904907
265.1084289551	-108.8852462769
266.0264587402	-108.8791503906
266.9478454590	-108.8775787354
267.8724060059	-108.8572692871
268.8001708984	-108.8070831299
269.7309875488	-108.7687454224
270.6651916504	-108.7947311401
271.6026306152	-108.8471527100
272.5433044434	-108.8868331909
273.4870910645	-108.9149703979
274.4343261719	-108.9937744141
275.3847961426	-109.1285400391
276.3385925293	-109.1991119385
277.2955322266	-109.0983657837
278.2559204102	-108.8705062866
279.2196350098	-108.7294006348
280.1867065430	-108.7115859985
281.1569824219	-108.8355484009
282.1307373047	-108.9684829712
283.1079101563	-108.9914932251
284.0884399414	-109.0056915283
285.0722045898	-109.0805130005
286.0595397949	-109.1272811890
287.0502929688	-109.1015930176
288.0444641113	-109.0750732422
289.0419311523	-109.0778579712
290.0430297852	-109.0996780396
291.0475769043	-109.1679382324
292.0556030273	-109.2760772705
293.0669555664	-109.3604049683
294.0820007324	-109.3899459839
295.1005249023	-109.3702316284
296.1225891113	-109.3333511353
297.1480407715	-109.3106460571
298.1771850586	-109.2241668701
299.2099304199	-109.0230331421
300.2462158203	-109.2029266357
301.2859497070	-109.2352600098
302.3294372559	-109.2678909302
303.3765258789	-109.3008117676
304.4272766113	-109.3298339844
305.4814758301	-109.3561553955
306.5394897461	-109.3768997192
307.6011657715	-109.3929519653
308.6665344238	-109.4068069458
309.7354125977	-109.4200820923
310.8081665039	-109.4368667603
311.8846435547	-109.4570312500
312.9648437500	-109.4854660034
314.0486145020	-109.5151214600
315.1362915039	-109.5458679199
316.2277526855	-109.5687866211
317.3229980469	-109.5859298706
318.4220275879	-109.5916976929
319.5247192383	-109.5907211304
320.6313781738	-109.5874938965
321.7418518066	-109.5864944458
322.8562011719	-109.5929641724
323.9742126465	-109.6049118042
325.0962829590	-109.6265487671
326.2222290039	-109.6501770020
327.3520812988	-109.6741943359
328.4856872559	-109.6921768188
329.6233825684	-109.7020034790
330.7650146484	-109.7053375244
331.9106140137	-109.6987152100
333.0599670410	-109.6905059814
334.2135314941	-109.6831283569
335.3710632324	-109.6829605103
336.5325927734	-109.6922378540
337.6979675293	-109.7059783936
338.8675842285	-109.7220611572
340.0412292480	-109.7229080200
