Type	FSWP-26
Version	3.01
Date	17.Jun 2025
VSupply	ON
Mode	Voltage
7427.9819335938	-116.3723754883
7453.7080078125	-116.4224472046
7479.5239257813	-110.6889648438
7505.4248046875	-90.9259338379
7531.4194335938	-80.6148529053
7557.5039062500	-71.6842269897
7583.6791992188	-65.1464157104
7609.9409179688	-62.7153472900
7636.2973632813	-62.5032310486
7662.7451171875	-64.1912994385
7689.2851562500	-68.0229949951
7715.9121093750	-74.7888641357
7742.6357421875	-83.1839218140
7769.4521484375	-101.3645782471
7796.3613281250	-116.3785400391
7823.3593750000	-116.4830703735
7850.4550781250	-116.5035247803
7877.6450195313	-116.4506912231
7904.9287109375	-116.3237228394
7932.3027343750	-116.2739715576
7959.7758789063	-116.2923278809
7987.3442382813	-116.3139114380
8015.0078125000	-116.3149490356
8042.7675781250	-116.3192901611
8070.6191406250	-116.2992095947
8098.5712890625	-116.2292098999
8126.6201171875	-116.1399612427
8154.7666015625	-116.1144943237
8183.0053710938	-116.1307144165
8211.3466796875	-116.1862640381
8239.7871093750	-116.2425689697
8268.3251953125	-116.2854843140
8296.9570312500	-116.2887268066
8325.6933593750	-116.2639617920
8354.5292968750	-116.2451095581
8383.4648437500	-116.2605209351
8412.4960937500	-116.2813796997
8441.6318359375	-116.2509307861
8470.8691406250	-116.2025070190
8500.2080078125	-116.1849975586
8529.6425781250	-116.1858139038
8559.1845703125	-116.1709289551
8588.8291015625	-116.1988754272
8618.5761718750	-116.2850036621
8648.4218750000	-116.2991638184
8678.3750000000	-116.2515792847
8708.4326171875	-116.2476119995
8738.5937500000	-116.2920989990
8768.8544921875	-116.1978530884
8799.2246093750	-116.0814132690
8829.7001953125	-116.0449295044
8860.2822265625	-116.1146316528
8890.9638671875	-116.2029037476
8921.7578125000	-116.2013931274
8952.6582031250	-116.1624755859
8983.6650390625	-116.1461715698
9014.7744140625	-116.1704635620
9045.9970703125	-116.2312927246
9077.3271484375	-116.2904891968
9108.7656250000	-116.2906875610
9140.3085937500	-116.1947250366
9171.9658203125	-116.1083145142
9203.7324218750	-116.0728836060
9235.6093750000	-116.0643005371
9267.5908203125	-116.0527114868
9299.6894531250	-116.1045989990
9331.8984375000	-116.2142181396
9364.2187500000	-116.2286529541
9396.6464843750	-116.1258163452
9429.1914062500	-116.0450363159
9461.8486328125	-116.0818176270
9494.6191406250	-116.1594619751
9527.4980468750	-116.1978149414
9560.4960937500	-116.1551132202
9593.6083984375	-116.0775375366
9626.8359375000	-116.0545959473
9660.1718750000	-116.1137237549
9693.6298828125	-116.1768493652
9727.2031250000	-116.2053833008
9760.8935546875	-116.2340774536
9794.6943359375	-116.2398834229
9828.6171875000	-116.1945800781
9862.6582031250	-116.1451721191
9896.8173828125	-116.1492919922
9931.0888671875	-116.1906509399
9965.4853515625	-116.1690368652
10000.0000000000	-116.0506286621
10034.6347656250	-116.0565261841
10069.3886718750	-116.0817947388
10104.2636718750	-116.1236419678
10139.2597656250	-116.1636962891
10174.3652343750	-116.2003479004
10209.6035156250	-116.2199478149
10244.9638671875	-116.2281265259
10280.4472656250	-116.2280349731
10316.0527343750	-116.2233810425
10351.7822265625	-116.2243423462
10387.6347656250	-116.2285461426
10423.6123046875	-116.2355270386
10459.7021484375	-116.2389221191
10495.9287109375	-116.2361679077
10532.2812500000	-116.2260437012
10568.7597656250	-116.2016220093
10605.3642578125	-116.1731338501
10642.0947265625	-116.1451110840
10678.9531250000	-116.1216125488
10715.9394531250	-116.1114883423
10753.0419921875	-116.1106872559
10790.2841796875	-116.1184387207
10827.6562500000	-116.1344604492
10865.1572265625	-115.8677444458
10902.7880859375	-112.5207138062
10940.5498046875	-105.6332397461
10978.4414062500	-96.8168792725
11016.4648437500	-89.4705963135
11054.6074218750	-83.1661911011
11092.8945312500	-77.7778625488
11131.3144531250	-73.3430633545
11169.8671875000	-69.6224441528
11208.5537109375	-66.4485397339
11247.3740234375	-63.7877540588
11286.3291015625	-61.6941299438
11325.4189453125	-60.1515655518
11364.6308593750	-59.0366706848
11403.9921875000	-58.3441467285
11443.4892578125	-58.0804672241
11483.1230468750	-58.3965454102
11522.8945312500	-59.1432456970
11562.8037109375	-60.3351364136
11602.8505859375	-61.9898796082
11643.0371093750	-64.2106552124
11683.3486328125	-67.0818252563
11723.8134765625	-70.5567474365
11764.4189453125	-74.7042999268
11805.1640625000	-79.6125564575
11846.0507812500	-85.5780944824
11887.0791015625	-92.9381256104
11928.2490234375	-101.7372970581
11969.5625000000	-110.0651550293
12011.0048828125	-115.5687713623
12052.6044921875	-115.9460449219
12094.3486328125	-115.9972610474
12136.2363281250	-116.0609283447
12178.2695312500	-116.1412811279
12220.4492187500	-116.2237930298
12262.7734375000	-116.2946929932
12305.2451171875	-116.3436965942
12347.8505859375	-116.3658218384
12390.6162109375	-116.3680877686
12433.5312500000	-116.3600540161
12476.5937500000	-116.3500061035
12519.8056640625	-116.3430557251
12563.1679687500	-116.3407592773
12606.6796875000	-116.3446273804
12650.3427734375	-116.3497924805
12694.1562500000	-116.3548202515
12738.1074218750	-116.3580398560
12782.2255859375	-116.3548660278
12826.4960937500	-116.3384628296
12870.9199218750	-116.3037033081
12915.4980468750	-116.2515869141
12960.2304687500	-116.1953582764
13005.1171875000	-116.1493530273
13050.1601562500	-116.1208572388
13095.3447265625	-116.1091079712
13140.6992187500	-116.1077346802
13186.2119140625	-116.1086044312
13231.8818359375	-116.1052551270
13277.7099609375	-116.0946655273
13323.6962890625	-116.0777664185
13369.8427734375	-116.0600585938
13416.1484375000	-116.0492019653
13462.5996093750	-116.0532150269
13509.2265625000	-116.0772323608
13556.0156250000	-116.1196060181
13602.9658203125	-116.1700973511
13650.0791015625	-116.2119827271
13697.3554687500	-116.2279739380
13744.7958984375	-116.2079086304
13792.4003906250	-116.1542053223
13840.1542968750	-116.0818405151
13888.0888671875	-116.0119781494
13936.1904296875	-115.9626312256
13984.4570312500	-115.9420471191
14032.8916015625	-115.9424362183
14081.4941406250	-115.9516525269
14130.2646484375	-115.9618148804
14179.2041015625	-115.9752883911
14228.2978515625	-116.0020446777
14277.5771484375	-116.0509109497
14327.0263671875	-116.1189880371
14376.6474609375	-116.1884613037
14426.4404296875	-116.2357559204
14476.4052734375	-116.2448043823
14526.5439453125	-116.2145919800
14576.8564453125	-116.1573638916
14627.3261718750	-116.0894088745
14677.9873046875	-115.9874572754
14728.8242187500	-113.6785125732
14779.8369140625	-105.0202636719
14831.0253906250	-96.0312957764
14882.3925781250	-88.7122192383
14933.9365234375	-82.8390274048
14985.6601562500	-78.1595611572
15037.5458984375	-74.5041275024
15089.6269531250	-71.7605972290
15141.8896484375	-69.8550643921
15194.3330078125	-68.7406387329
15246.9580078125	-68.3912429810
15299.7646484375	-68.7985153198
15352.7548828125	-69.9708251953
15405.9287109375	-71.9342346191
15459.2695312500	-74.7356414795
15512.8115234375	-78.4489822388
15566.5390625000	-83.1864547729
15620.4531250000	-89.1179580688
15674.5546875000	-96.4959640503
15728.8427734375	-105.5357589722
15783.3183593750	-114.0870895386
15837.9833984375	-116.1070709229
15892.8369140625	-116.0840530396
15947.8642578125	-116.0184707642
16003.0986328125	-115.9887008667
16058.5244140625	-115.9740142822
16114.1425781250	-115.9745788574
16169.9531250000	-115.9864883423
16225.9570312500	-116.0021972656
16282.1552734375	-116.0124588013
16338.5478515625	-116.0086593628
16395.1171875000	-115.9876174927
16451.9003906250	-115.9363479614
16508.8808593750	-115.8915023804
16566.0585937500	-115.8815460205
16623.4355468750	-115.8929367065
16681.0097656250	-115.9262466431
16738.7832031250	-115.9768829346
16796.7578125000	-116.0330886841
16854.9140625000	-116.0778198242
16913.2890625000	-116.0867156982
16971.8691406250	-116.0315017700
17030.6503906250	-115.9685821533
17089.6347656250	-115.9068679810
17148.8242187500	-115.8641433716
17208.2167968750	-115.8558425903
17267.8183593750	-115.9240875244
17327.6054687500	-116.0372390747
17387.6191406250	-116.0919189453
17447.8398437500	-116.0985488892
17508.2695312500	-116.0580062866
17568.9082031250	-115.9678115845
17629.7578125000	-115.9155731201
17690.8164062500	-115.9203720093
17752.0878906250	-115.9391784668
17813.5527343750	-115.9549026489
17875.2500000000	-115.9688415527
17937.1582031250	-115.9978866577
17999.2832031250	-116.0371475220
18061.6230468750	-116.0777740479
18124.1796875000	-116.1038665771
18186.9511718750	-116.0961990356
18249.9414062500	-116.0496444702
18313.1289062500	-116.0038223267
18376.5546875000	-115.9467773438
18440.2011718750	-115.8473281860
18504.0683593750	-115.5541305542
18568.1562500000	-110.2201538086
18632.4667968750	-99.3075027466
18697.0000000000	-84.9924011230
18761.7558593750	-76.8310241699
18826.7148437500	-72.1443862915
18891.9199218750	-66.8938140869
18957.3515625000	-63.8216285706
19023.0097656250	-62.7013359070
19088.8945312500	-62.3461303711
19155.0078125000	-63.2918777466
19221.3515625000	-65.8719940186
19287.9238281250	-68.6678924561
19354.7050781250	-74.1274719238
19421.7382812500	-83.0414276123
19489.0058593750	-90.4469528198
19556.5039062500	-102.4302368164
19624.2382812500	-115.9128646851
19692.2050781250	-116.0494995117
19760.4082031250	-115.9990005493
19828.8476562500	-115.9028320313
19897.5019531250	-115.8432540894
19966.4160156250	-115.8237152100
20035.5683593750	-115.8760452271
20104.9609375000	-115.9329681396
20174.5937500000	-115.9896240234
20244.4667968750	-115.9882965088
20314.5839843750	-115.9185485840
20384.9414062500	-115.8380508423
20455.5449218750	-115.8078155518
20526.3691406250	-115.8148803711
20597.4609375000	-115.8516998291
20668.7988281250	-115.8809890747
20740.3847656250	-115.8925781250
20812.2187500000	-115.8988494873
20884.3007812500	-115.9346771240
20956.6328125000	-116.0057373047
21029.2148437500	-116.0842742920
21102.0253906250	-116.1138381958
21175.1113281250	-116.0632171631
21248.4492187500	-115.9984436035
21322.0429687500	-115.9820251465
21395.8906250000	-116.0158920288
21469.9941406250	-116.0811157227
21544.3554687500	-116.1246490479
21618.9726562500	-116.1265106201
21693.8242187500	-116.1021881104
21768.9609375000	-116.0812530518
21844.3574218750	-116.0501556396
21920.0136718750	-115.9888229370
21995.9316406250	-115.8979721069
22072.1152343750	-115.8116989136
22148.5605468750	-115.7666473389
22225.2714843750	-115.7694549561
22302.2226562500	-115.8111038208
22379.4648437500	-115.5960159302
22456.9746093750	-107.7907485962
22534.7539062500	-98.5246505737
22612.8027343750	-89.7499313354
22691.1210937500	-84.3504180908
22769.7109375000	-80.5361785889
22848.5722656250	-78.5595321655
22927.6816406250	-78.3947906494
23007.0898437500	-80.6284484863
23086.7753906250	-84.5047073364
23166.7343750000	-89.9518432617
23246.9707031250	-98.7868881226
23327.4863281250	-108.0481796265
23408.2792968750	-115.8062591553
23489.3535156250	-115.8962478638
23570.6816406250	-115.7866821289
23652.3183593750	-115.6620178223
23734.2363281250	-115.6169357300
23816.4394531250	-115.7212677002
23898.9257812500	-115.8629913330
23981.6992187500	-115.9882431030
24064.7578125000	-116.0807189941
24148.1054687500	-116.0988616943
24231.7148437500	-115.9716949463
24315.6406250000	-115.7900085449
24399.8574218750	-115.6107864380
24484.3652343750	-115.4781951904
24569.1640625000	-115.4744873047
24654.2597656250	-115.5319824219
24739.6484375000	-115.6389770508
24825.3320312500	-115.7234191895
24911.2871093750	-115.7760314941
24997.5664062500	-115.7721405029
25084.1445312500	-115.7063217163
25171.0214843750	-115.6425704956
25258.1992187500	-115.5957107544
25345.6816406250	-115.5913238525
25433.4648437500	-115.6213760376
25521.5527343750	-115.6482467651
25609.9453125000	-115.6382446289
25698.6152343750	-115.5690841675
25787.6210937500	-115.5045242310
25876.9355468750	-115.4602737427
25966.5585937500	-115.4469757080
26056.4941406250	-115.4732666016
26146.7382812500	-115.4369964600
26237.2968750000	-107.0980224609
26328.1679687500	-90.6064682007
26419.3261718750	-79.4972610474
26510.8281250000	-72.4951171875
26602.6464843750	-69.4140167236
26694.7832031250	-68.1023941040
26787.2402343750	-68.8615264893
26880.0156250000	-72.6057052612
26973.1132812500	-79.6706542969
27066.5351562500	-90.8399734497
27160.2480468750	-104.8973693848
27254.3164062500	-114.2295913696
27348.7109375000	-115.4413681030
27443.4316406250	-115.3810882568
27538.4804687500	-115.3311843872
27633.8593750000	-115.3360366821
27729.5683593750	-115.3781280518
27825.6074218750	-115.4186859131
27921.9492187500	-115.4422988892
28018.6562500000	-115.4469680786
28115.6972656250	-115.4122161865
28213.0742187500	-115.3944320679
28310.7890625000	-115.4522094727
28408.8417968750	-115.5107421875
28507.2343750000	-115.5016250610
28605.9687500000	-115.4626693726
28705.0136718750	-115.4130020142
28804.4316406250	-115.3332214355
28904.1933593750	-115.2984619141
29004.3027343750	-115.3656997681
29104.7578125000	-115.4293365479
29205.5605468750	-115.4219589233
29306.7128906250	-115.4009246826
29408.2148437500	-115.3993835449
29510.0371093750	-115.4237060547
29612.2441406250	-115.4944763184
29714.8046875000	-115.5454330444
29817.7207031250	-115.4853134155
29920.9921875000	-115.3900375366
30024.6230468750	-90.8037109375
30128.6113281250	-89.3600616455
30232.9609375000	-88.2293472290
30337.6367187500	-87.3860473633
30442.7109375000	-87.0679702759
30548.1464843750	-86.9762954712
30653.9492187500	-87.2982177734
30760.1171875000	-88.0299301147
30866.6542968750	-89.0068588257
30973.5585937500	-90.5517654419
31080.8339843750	-92.4397430420
31188.4472656250	-94.6581649780
31296.4667968750	-97.5593872070
31404.8613281250	-100.7748489380
31513.6308593750	-104.4513092041
31622.7773437500	-108.2778244019
31732.3007812500	-111.7174224854
31842.2031250000	-113.9185485840
31952.4882812500	-114.8577041626
32063.1542968750	-115.2228393555
32174.1679687500	-115.2925949097
32285.6015625000	-115.3400878906
32397.4218750000	-115.3736953735
32509.6289062500	-115.3945617676
32622.2246093750	-115.4083480835
32735.2089843750	-115.4114990234
32848.5859375000	-115.3681106567
32962.3554687500	-115.0240173340
33076.4843750000	-114.2697067261
33191.0429687500	-112.0774307251
33305.9960937500	-109.0238800049
33421.3515625000	-105.5549240112
33537.1054687500	-102.2224884033
33653.2578125000	-99.3657073975
33769.8164062500	-96.8793411255
33886.7773437500	-94.9132003784
34004.1054687500	-93.5048522949
34121.8750000000	-92.4684371948
34240.0546875000	-91.8466186523
34358.6445312500	-91.8354034424
34477.6445312500	-92.1999282837
34597.0546875000	-92.9471359253
34716.8789062500	-94.3146362305
34837.1210937500	-96.1637802124
34957.7382812500	-98.4448852539
35078.8125000000	-101.2770538330
35200.3085937500	-104.7036056519
35322.2226562500	-108.2645721436
35444.5585937500	-111.7463760376
35567.3203125000	-113.8499603271
35690.5039062500	-114.8003692627
35814.1171875000	-115.1260757446
35938.1171875000	-115.1705780029
36062.5898437500	-115.1762619019
36187.4921875000	-115.1718521118
36312.8242187500	-115.1572113037
36438.5898437500	-115.1285934448
36564.7968750000	-115.0809326172
36691.4375000000	-114.9026107788
36818.5156250000	-114.3009490967
36945.9921875000	-112.5582809448
37073.9531250000	-108.9385452271
37202.3593750000	-104.9399795532
37331.2070312500	-101.0025787354
37460.5000000000	-97.5882186890
37590.2460937500	-94.9383850098
37720.4375000000	-92.8364639282
37851.0781250000	-91.2730636597
37982.1328125000	-90.2382507324
38113.6835937500	-89.9060211182
38245.6875000000	-90.1167755127
38378.1484375000	-90.8558502197
38511.0703125000	-92.1378326416
38644.4531250000	-94.0498657227
38778.2968750000	-96.7183074951
38912.6015625000	-100.0165405273
39047.3320312500	-103.8901519775
39182.5703125000	-108.1408691406
39318.2773437500	-112.0447540283
39454.4531250000	-113.9546737671
39591.1015625000	-114.7022476196
39728.2265625000	-114.8517150879
39865.8203125000	-114.8581390381
40003.8945312500	-114.8384933472
40142.4453125000	-114.7972717285
40281.4335937500	-114.7435302734
40420.9453125000	-114.6741409302
40560.9414062500	-114.5116577148
40701.4257812500	-114.0362854004
40842.3906250000	-112.2983016968
40983.8476562500	-108.9632110596
41125.7929687500	-105.2058868408
41268.2304687500	-101.6642379761
41411.1171875000	-98.6955184937
41554.5390625000	-96.3982772827
41698.4648437500	-94.8297119141
41842.8828125000	-94.0158386230
41987.8046875000	-93.8589248657
42133.2265625000	-94.3657989502
42279.1523437500	-95.5513534546
42425.5859375000	-97.4373703003
42572.4765625000	-100.0452651978
42719.9257812500	-103.4115600586
42867.8828125000	-107.4099349976
43016.3554687500	-111.1310348511
43165.3398437500	-113.4727783203
43314.8437500000	-114.4327087402
43464.8593750000	-114.6200942993
43615.3984375000	-114.6061172485
43766.4101562500	-114.5560531616
43917.9960937500	-114.4989089966
44070.1015625000	-114.4536743164
44222.7382812500	-114.4254302979
44375.9023437500	-114.3733749390
44529.5937500000	-114.0727691650
44683.8203125000	-112.9275894165
44838.5820312500	-110.5315551758
44993.8281250000	-107.2626647949
45149.6601562500	-103.9824371338
45306.0351562500	-101.2684631348
45462.9492187500	-99.3042449951
45620.4101562500	-98.1270065308
45778.4140625000	-97.7408447266
45936.9648437500	-98.1986923218
46096.0664062500	-99.4737243652
46255.6679687500	-101.5675582886
46415.8710937500	-104.4579086304
46576.6289062500	-107.9444885254
46737.9453125000	-111.3188247681
46899.8203125000	-113.5180130005
47062.2578125000	-114.3534698486
47225.2539062500	-114.4564285278
47388.8164062500	-114.3578109741
47552.8945312500	-114.2302017212
47717.5898437500	-114.1197128296
47882.8593750000	-114.0468063354
48048.6992187500	-114.0150299072
48215.1132812500	-114.0109863281
48382.1054687500	-114.0005035400
48549.6718750000	-113.9050216675
48717.8242187500	-113.5726242065
48886.5000000000	-112.8413391113
49055.8164062500	-112.1635208130
49225.7187500000	-110.9153289795
49396.2109375000	-109.8550872803
49567.2929687500	-109.2759552002
49738.9648437500	-109.3078994751
49911.2343750000	-109.9485931396
50084.1015625000	-111.0585021973
50257.5664062500	-112.3220901489
50431.5742187500	-113.3141403198
50606.2421875000	-113.8583374023
50781.5156250000	-113.8703765869
50957.3945312500	-113.8022766113
51133.8828125000	-113.7615356445
51310.9804687500	-113.7625579834
51488.6953125000	-113.7943725586
51667.0234375000	-113.8322067261
51845.9140625000	-113.8567886353
52025.4804687500	-113.8639907837
52205.6679687500	-113.8466720581
52386.4804687500	-113.7409667969
52567.9179687500	-113.3705291748
52749.9843750000	-112.5401840210
52932.6796875000	-111.3235244751
53116.0117187500	-110.0955352783
53299.9179687500	-109.2277755737
53484.5195312500	-109.0776062012
53669.7617187500	-110.0913391113
53855.6445312500	-111.2686157227
54042.1679687500	-112.4143905640
54229.3398437500	-113.2147598267
54417.1640625000	-113.6269531250
54605.6328125000	-113.8024673462
54794.6992187500	-113.8663482666
54984.4765625000	-113.8708801270
55174.9140625000	-113.8429031372
55366.0078125000	-113.7878646851
55557.7656250000	-113.7401580811
55750.1875000000	-113.7008743286
55943.2773437500	-113.5875473022
56137.0351562500	-113.0817718506
56331.3984375000	-111.4746475220
56526.5000000000	-108.6485290527
56722.2773437500	-104.1114425659
56918.7343750000	-101.2803497314
57115.8671875000	-100.4174499512
57313.6875000000	-100.4436035156
57512.1914062500	-101.3571777344
57711.3789062500	-103.1418075562
57911.1992187500	-106.9775009155
58111.7695312500	-111.4733428955
58313.0390625000	-112.9452056885
58515.0039062500	-113.3915023804
58717.6679687500	-113.4855346680
58921.0312500000	-113.4953460693
59125.1015625000	-113.4698410034
59329.8789062500	-113.4604187012
59535.3007812500	-113.4201736450
59741.5000000000	-112.5563888550
59948.4101562500	-103.9101867676
60156.0390625000	-96.0011062622
60364.3867187500	-91.4195480347
60573.4570312500	-87.9862976074
60783.2500000000	-84.8560562134
60993.7695312500	-83.7718429565
61204.9531250000	-84.2637557983
61416.9335937500	-85.7038269043
61629.6484375000	-89.5315170288
61843.0976562500	-96.2409286499
62057.2890625000	-102.0604629517
62272.2226562500	-108.4643707275
62487.8984375000	-112.8464279175
62704.3203125000	-113.2493362427
62921.4257812500	-113.2339935303
63139.3515625000	-113.1843261719
63358.0312500000	-113.1399078369
63577.4687500000	-113.1369247437
63797.6679687500	-113.1491317749
64018.6289062500	-113.0882644653
64240.3554687500	-112.7910995483
64462.8476562500	-112.4160614014
64686.1093750000	-111.9068527222
64910.0781250000	-111.7671279907
65134.8906250000	-111.9637222290
65360.4804687500	-112.4045333862
65586.8515625000	-112.7035140991
65814.0156250000	-112.7605972290
66041.9531250000	-112.7848663330
66270.6875000000	-112.8237380981
66500.2109375000	-112.8533248901
66730.4609375000	-112.8629150391
66961.5781250000	-112.8376235962
67193.5000000000	-112.8252334595
67426.2187500000	-112.8470764160
67659.7500000000	-112.8239593506
67894.0859375000	-112.3871459961
68129.2343750000	-111.3655471802
68365.1953125000	-110.5038909912
68601.8984375000	-109.7331466675
68839.5000000000	-109.8381576538
69077.9218750000	-110.8191070557
69317.1718750000	-111.9169464111
69557.2421875000	-112.3360595703
69798.1562500000	-112.5014419556
70039.8984375000	-112.4556961060
70282.4765625000	-112.3800888062
70525.8203125000	-112.3515548706
70770.0859375000	-112.3593673706
71015.1875000000	-112.3629989624
71261.1484375000	-112.3654251099
71507.9609375000	-112.3029022217
71755.6250000000	-112.0555419922
72004.1484375000	-111.1217727661
72253.5312500000	-110.0339660645
72503.6953125000	-109.5897827148
72754.8125000000	-109.9871444702
73006.7890625000	-110.9888305664
73259.6484375000	-111.8163223267
73513.3828125000	-112.0612030029
73767.9921875000	-112.1281738281
74023.4843750000	-112.2229309082
74279.8593750000	-112.3416671753
74537.0390625000	-112.4112396240
74795.1953125000	-112.4145812988
75054.2500000000	-112.3468017578
75314.1953125000	-112.1767196655
75575.0390625000	-111.4905471802
75836.7890625000	-109.6188049316
76099.4453125000	-108.3703308105
76363.0156250000	-108.2260589600
76627.4140625000	-109.1025238037
76892.8046875000	-110.5423583984
77159.1250000000	-111.6379547119
77426.3593750000	-111.9372940063
77694.5234375000	-111.9940032959
77963.6093750000	-112.0078506470
78233.6328125000	-111.9993972778
78504.5937500000	-111.9754257202
78776.4062500000	-111.9642257690
79049.2421875000	-111.5413894653
79323.0234375000	-109.8770599365
79597.7578125000	-106.7383880615
79873.4453125000	-104.3570861816
80150.0781250000	-103.5947113037
80427.6796875000	-105.1088409424
80706.2343750000	-107.9554138184
80985.7578125000	-110.5860824585
81266.1562500000	-111.9123153687
81547.6171875000	-111.9608993530
81830.0546875000	-111.9542694092
82113.4687500000	-111.9444732666
82397.8671875000	-111.8472747803
82683.2500000000	-111.6869583130
82969.6171875000	-111.5457992554
83256.9765625000	-111.5185699463
83545.2421875000	-111.5373992920
83834.6015625000	-111.5880737305
84124.9531250000	-111.6346893311
84416.3203125000	-111.6467361450
84708.6875000000	-111.6453628540
85002.0781250000	-111.6435089111
85296.4765625000	-111.6284713745
85591.8984375000	-111.5974960327
85888.2500000000	-111.5851287842
86185.7187500000	-111.5904083252
86484.2187500000	-111.5472335815
86783.7500000000	-111.1974487305
87084.3203125000	-109.0292892456
87385.9375000000	-105.7755737305
87688.5937500000	-104.4179458618
87992.2968750000	-105.1717224121
88296.9609375000	-107.3519668579
88602.7734375000	-110.4076538086
88909.6406250000	-111.3355941772
89217.5781250000	-111.3528060913
89526.5781250000	-111.2733078003
89836.6484375000	-111.1606445313
90147.7968750000	-111.0907516479
90460.0156250000	-111.1575012207
90773.2187500000	-111.0284576416
91087.6093750000	-110.1543350220
91403.0859375000	-109.2895584106
91719.6562500000	-109.3293075562
92037.3281250000	-109.9796905518
92356.0937500000	-110.7453155518
92675.9609375000	-110.9457473755
92996.9453125000	-110.9636001587
93318.9296875000	-110.9900131226
93642.1328125000	-111.0214385986
93966.4609375000	-111.0050811768
94291.9062500000	-110.3407745361
94618.4843750000	-106.8448562622
94946.1953125000	-103.6167373657
95275.0312500000	-101.5922317505
95605.0156250000	-101.6170425415
95936.0312500000	-104.6430053711
96268.3046875000	-108.9853973389
96601.7265625000	-110.7161560059
96936.2968750000	-110.8268890381
97272.0312500000	-110.8792648315
97608.9296875000	-110.9133148193
97946.9921875000	-110.8796539307
98286.2265625000	-110.7671737671
98626.5312500000	-110.4683303833
98968.1171875000	-109.9776153564
99310.8906250000	-109.8660202026
99654.8515625000	-110.3133697510
100000.0000000000	-109.6999969482
100346.3437500000	-109.1473388672
100693.8906250000	-108.3742446899
101042.6406250000	-107.3579940796
101392.5937500000	-106.3445968628
101743.6562500000	-105.3573760986
102096.0390625000	-104.6045150757
102449.6406250000	-104.0724182129
102804.4687500000	-103.7520294189
103160.5312500000	-103.7650909424
103517.8203125000	-104.0728454590
103876.3515625000	-104.5857772827
104236.1250000000	-105.3167343140
104597.0234375000	-106.1782455444
104959.2890625000	-106.9771423340
105322.8125000000	-107.6630020142
105687.5937500000	-108.0134735107
106053.6406250000	-108.1575775146
106420.9531250000	-108.2001113892
106789.5312500000	-108.2076797485
107159.3906250000	-108.2902832031
107530.4218750000	-108.3957977295
107902.8437500000	-108.4864044189
108276.5625000000	-108.4605331421
108651.5703125000	-108.1931381226
109027.8828125000	-107.7756881714
109405.4921875000	-107.2498474121
109784.4140625000	-106.7377014160
110164.6484375000	-106.3939132690
110546.0781250000	-106.2347946167
110928.9453125000	-106.2825927734
111313.1484375000	-106.6040267944
111698.6718750000	-107.1147232056
112085.5390625000	-107.7083969116
112473.7421875000	-108.3191757202
112863.2890625000	-108.8270263672
113254.1875000000	-109.1282348633
113646.3125000000	-109.2902526855
114039.9218750000	-109.3521499634
114434.8906250000	-109.3657226563
114831.2343750000	-109.3949966431
115228.9453125000	-109.4446029663
115628.0312500000	-109.5005569458
116028.5078125000	-109.5457687378
116430.3671875000	-109.5480880737
116833.4921875000	-109.4723510742
117238.1406250000	-109.2328720093
117644.1875000000	-108.5114440918
118051.6406250000	-106.9033737183
118460.5078125000	-103.6659774780
118870.7890625000	-99.7896957397
119282.4921875000	-96.0725555420
119695.6250000000	-92.7675857544
120110.0546875000	-89.9858474731
120526.0468750000	-87.7712249756
120943.4843750000	-86.1922073364
121362.3671875000	-85.1152114868
121782.6953125000	-84.5353698730
122204.4843750000	-84.4519729614
122627.7343750000	-84.8689727783
123052.4531250000	-85.8499374390
123478.5000000000	-87.4368743896
123906.1640625000	-89.5824203491
124335.3125000000	-92.3079452515
124765.9375000000	-95.6058578491
125198.0625000000	-99.3756027222
125631.6796875000	-103.3231658936
126066.7968750000	-106.1856231689
126503.4218750000	-107.6091384888
126941.5625000000	-108.2825317383
127381.0781250000	-108.6613922119
127822.2578125000	-108.9382476807
128264.9609375000	-109.1183471680
128709.2031250000	-109.1902847290
129154.9843750000	-109.1797866821
129602.3046875000	-109.1349258423
130051.1796875000	-109.0528640747
130501.6015625000	-108.8747100830
130953.4453125000	-108.5184631348
131407.0000000000	-107.9376220703
131862.1250000000	-107.1732635498
132318.8125000000	-106.3627853394
132777.0937500000	-105.6822586060
133236.9687500000	-105.2924880981
133698.4218750000	-105.2725830078
134161.4843750000	-105.5987625122
134626.0000000000	-106.2012939453
135092.2656250000	-106.9399185181
135560.1562500000	-107.6278381348
136029.6562500000	-108.1119689941
136500.7968750000	-108.3527908325
136973.5625000000	-108.4262847900
137447.9531250000	-108.4383163452
137924.0000000000	-108.4340286255
138401.5468750000	-108.3728866577
138880.8906250000	-108.1650390625
139361.9062500000	-107.7558975220
139844.5781250000	-107.2117614746
140328.9218750000	-106.7060012817
140814.9375000000	-106.3872985840
141302.6406250000	-106.3414001465
141792.0468750000	-106.5778732300
142282.9843750000	-107.0281372070
142775.7656250000	-107.5567245483
143270.2656250000	-108.0074462891
143766.4687500000	-108.2834320068
144264.4062500000	-108.3914566040
144764.0625000000	-108.4032440186
145265.4375000000	-108.3818511963
145768.5625000000	-108.3395767212
146273.2656250000	-108.2439727783
146779.8750000000	-108.0580825806
147288.2343750000	-107.6635894775
147798.3593750000	-107.3877639771
148310.2500000000	-107.2304458618
148823.9218750000	-107.2421722412
149339.3750000000	-107.4077453613
149856.5937500000	-107.6547698975
150375.4531250000	-107.8887329102
150896.2656250000	-108.0432434082
